,created_at,original,translated
10,23/9/2020,"¡LA CHURA TARIJA CREE!

Gracias a toda esa gente tarijeña que hoy salió a las calles a reafirmar su compromiso con Bolivia.

Con su voz al poder lograremos construir un mejor país; un país sin corruptos, un país descentralizado, un país productivo.

Tarija merece mejores días, merece oportunidades reales de desarrollo para que su gente pueda vivir de actividades como el turismo y la producción vitivinicola volver a levantarse, pueda tener nuevas fuentes de empleo","The CHURA TARIJA BELIEVE!

Tarijeña thank all those people who took to the streets today to reaffirm their commitment to Bolivia.

With his voice to the power we can build a better country; a country without corrupt, decentralized country, a country productive.

Tarija deserves better days, deserves real development opportunities for their people can live activities such as tourism and wine production to rise again, may have new jobs"
11,23/9/2020,"¡CREO EN TARIJA!

Creo en mejores días para la chura, un departamento que necesita oportunidades de desarrollo, necesita una verdadera descentralización para poder explotar el turismo, la producción vitivinícola, la exploración y explotación de hidrocarburos, Tarija necesita ser escuchado.
Las ganas de trabajar están, estoy comprometido a llevar sus voces al poder y que los chapacos tengan mejores días, unidos lo vamos a lograr.
#CreoEnTarija #CreoEnVos","I BELIEVE IN TARIJA!

I believe in better days for Chura, a department that needs development opportunities, real decentralization needs to exploit tourism, wine production, exploration and exploitation of hydrocarbons, Tarija needs to be heard.
The desire to work are, I am committed to bringing their voices to the power and the chapacos have better days, together we will succeed.
#CreoEnTarija #CreoEnVos"
12,24/9/2020,"Somos Santa Cruz, somos la fuerza y la esperanza de Bolivia.

¡Felicidades Santa Cruz!

#CreoEnSantaCruz #CreoEnVos
#TuVozAlPoder","Santa Cruz us, we are the strength and hope of Bolivia.

Santa Cruz Congratulations!

#CreoEnSantaCruz #CreoEnVos
#TuVozAlPoder"
13,24/9/2020,"¡Gracias Cotoca!

Nada mejor que celebrar este 24 de septiembre que hacerlo con nuestra gente.

#CreoEnCotoca #CreoEnVos #TuVozAlPoder","Thank you Cotoca!

Nothing better than to celebrate this September 24th to do with our people.

#CreoEnCotoca #CreoEnVos #TuVozAlPoder"
14,24/9/2020,"Estos momentos los guardaré en mi corazón para siempre.

Hoy en la caravana a Cotoca se acercó a mi una señora para entregarme unos deliciosos dulces típicos. Ella buscó la manera de subirse a los hombros de alguien y a pesar de sus años logró alcanzar al camión.

No sé su nombre, pero su rostro quedará guardado en mi memoria con mucho cariño.

¡Gracias Cotoca!

#CreoEnCotoca #CreoEnVos","These moments keep in my heart forever.

Today in my caravan Cotoca a lady came over to give me some delicious sweets. She sought to get on someone's shoulders and despite his years he managed to reach the truck.

I do not know his name, but his face will be saved in my memory fondly.

Thank you Cotoca!

#CreoEnCotoca #CreoEnVos"
15,25/9/2020,"Estas son nuestras encuestas. Las encuestas de la gente que quiere cambio, las encuestas de la gente comprometida con un nuevo país. ¡Creo en un una nueva Bolivia, porque creo en mi gente, porque creo en vos!

#CreoEnMiGente #CreoEnVos #TuVosAlPoder","These are our surveys. Surveys of people who want change, surveys of people committed to a new country. I think a new one Bolivia, because I believe in my people, because I believe in you!

#CreoEnMiGente #CreoEnVos #TuVosAlPoder"
16,25/9/2020,"¡La Asociación del Transporte Pesado Internacional cree!

Gracias al sector transporte por darnos su apoyo, gracias por creer en mí y en este proyecto. Me comprometo a trabajar de la mano de ustedes para volver a Bolivia un país grande, productivo, con trabajo.

¡Unidos vamos a cambiar este país!

#CreoEnLosTransportistas #CreoEnVos #TuVozAlPoder","The Heavy Transport Association International believes!

Thanks to the transport sector support us, thank you for believing in me and this project. I pledge to work hand in hand for you to return to Bolivia a big country, productive, with job.

United we will change this country!

#CreoEnLosTransportistas #CreoEnVos #TuVozAlPoder"
17,26/9/2020,"¡La gente en las calles quiere cambio!

Gracias Cotoca por creer en nosotros, por creer en mejores días para nuestro país.

#CreoEnMiGente #CreoEnVos #TuVozAlPoder","People in the streets want change!

Cotoca Thank you for believing in us, for believing in better days for our country.

#CreoEnMiGente #CreoEnVos #TuVozAlPoder"
18,27/9/2020,"¡Hoy visitamos el norte integrado! Gracias San Juan de Yapacaní, Santa Fe, San Carlos, Buena Vista y Portachuelo, por recibirnos llenos de entusiasmo.

Tenemos un compromiso: llevaremos su voz al poder para crear un mejor país para todos. Nuestra fuerza son ustedes, la gente que cree en una nueva Bolivia.

#CreoEnMiGente #CreoEnVos #TuVozAlPoder","Today we visited the integrated North! San Juan de Yapacaní Thanks, Santa Fe, San Carlos, Buena Vista and Portachuelo, for having us full of enthusiasm.

We are committed: take your voice to the power to create a better country for all. Our strength is you, the people who believe in a new Bolivia.

#CreoEnMiGente #CreoEnVos #TuVozAlPoder"
19,27/9/2020,"¡El norte integrado de Santa Cruz cree en el cambio!

Hoy ratificamos nuestro compromiso con miles de bolivianos que nos han confiado su voz para llevarla al poder.

Tienen mi palabra, ¡una Bolivia nueva se está gestando!

#CreoEnMiGente #CreoEnVos #TuVozAlPoder","The Integrated North Santa Cruz believes in change!

Today we reaffirm our commitment to thousands of Bolivians who have entrusted us with his voice to carry power.

You have my word, a new Bolivia is brewing!

#CreoEnMiGente #CreoEnVos #TuVozAlPoder"
20,28/9/2020,"¡La juventud es protagonista del cambio!

¡La juventud es protagonista del cambio!

Nuestros jóvenes nos demostraron que en 21 días se puede cambiar la realidad de un país. Que se puede trabajar en equipo, que las diferencias terminan donde comienza nuestro amor por Bolivia.

Ese es el nuevo país que queremos, el de los jóvenes, el que lucha por libertad, el que no negocia sus principios, el que se rebela cuando los de siempre quieren burlarse del pueblo.

¡Bolivia es de ustedes! ¡Los jóvenes no son el futuro, son el presente de nuestro país!

#CreoEnLaJuventud #CreoEnVos #TuVozAlPoder","The youth is the protagonist of the change!

The youth is the protagonist of the change!

Our young people showed us that reality can be changed within 21 days of a country. You can work together, that the differences end where our love begins with Bolivia.

That's the new country that we, the youth, who struggle for freedom, which does not negotiate its principles, which rebels when always want to make fun of the people.

Bolivia is yours! The youth are not the future, are the present of our country!

#CreoEnLaJuventud #CreoEnVos #TuVozAlPoder"
21,28/9/2020,"Faltan 21 días para ir a votar

El año pasado, cuando dijimos que íbamos a parar este país muchos se burlaron de nosotros.
Creían que la gente se iba a cansar, creían que no éramos capaces de recuperar nuestra democracia, Bolivia estaba tan acostumbrada al abuso que ya había perdido la esperanza de volver a ser libre.

Así empezamos, con un megáfono en mano y ganas de luchar por nuestro presente y el futuro de nuestros hijos. Así empezamos, con una masa de jóvenes dispuestos a rebelarse ante sus padres con tal de hacer respetar su voto, con tal de vivir en un país libre.

Éramos unos cuantos en Santa Cruz, otros en La Paz, Cochabamba, Potosí, Beni, Pando, Chuquisaca, Tarija y Oruro pero teníamos convicción, teníamos esperanza , teníamos fe. Logramos unir al país con cantos y pititas, logramos lo que los viejos políticos nos dijeron siempre que era imposible.

Esta es la lucha del pueblo, esta es la fuerza que tiene la gente cuando se cansa de lo mismo, cuando se acobarda del abuso, cuando cree que vivir mejor es posible.

Hoy a 21 días de las elecciones, comenzamos la cuenta regresiva hacia una nueva Bolivia, hacia ese país que soñamos juntos.

#21D #CreoEnMiGente #CreoEnVos #TuVozAlPoder","Missing 21 days to go vote

Last year, when we said we were going to stop this country many mocked us.
They believed that people would get tired, they thought that we were not able to regain our democracy, Bolivia was so used to the abuse that had lost hope of ever being free.

So we started with a megaphone in hand and want to fight for our present and future of our children. So we started with a mass of young people willing to rebel against their parents just to enforce their vote, provided live in a free country.

There were a few in Santa Cruz, others in La Paz, Cochabamba, Potosi, Beni, Pando, Chuquisaca, Tarija and Oruro but we had conviction, we hope, had faith. We unite the country with songs and pititas, we accomplished what the old politicians always told us it was impossible.

This is the struggle of the people, this is the force that people have when they get tired of the same, when the abuse cringe when you think that life is best.

Today at 21 days before the election, the countdown has started towards a new Bolivia, to the country that we dream together.

# 21D #CreoEnMiGente #CreoEnVos #TuVozAlPoder"
22,28/9/2020,"21 días para soñar
21 días para defender lo que hasta hoy construimos
21 días para terminar lo que comenzamos en las rotondas con pititas.
Préstame tu voto y en 5 años te devolveré una Bolivia productiva, con salud y empleo.

#21D #CreoEnMiGente #CreoEnVos #TuVozAlPoder","21 days to dream
21 days to defend what until today build
21 days to finish what we started at roundabouts with pititas.
Lend me your vote and in 5 years will restore a productive Bolivia, with health and employment.

# 21D #CreoEnMiGente #CreoEnVos #TuVozAlPoder"
23,29/9/2020,"¡Llegamos a Potosí!

Gracias a su gente valiente por comprometerse con el cambio, gracias por creer en nosotros. Unidos lograremos crear una nueva Bolivia, una Bolivia productiva y con empleos.

#CreoEnPotosi #CreoEnVos #TuVozAlPoder","We arrived in Potosi!

Thanks to its brave people commit to change, thank you for believing in us. States succeed in creating a new Bolivia, Bolivia and productive jobs.

#CreoEnPotosi #CreoEnVos #TuVozAlPoder"
24,30/9/2020,"¿Y esto es el 1%?

En Potosí llenamos las calles con el 1% de la gente 😂.

Le tumbamos la mentira, una vez más, a quienes han intentado manipular nuestro voto durante años. Esa vieja clase política y sus cómplices, nunca más direccionarán nuestro futuro con encuestas truchas.

¡Gracias al pueblo valiente y guerrero de Potosí por su apoyo, gracias por comprometerse con el país y la democracia!

Los bolivianos nos merecemos una mejor Bolivia, una Bolivia sin mentiras y sin malas mañas. Tienen mi palabra de trabajar hasta el cansancio para lograrlo.

¡Nada nos detiene! ¡Nadie nos para!

#CreoEnPotosí #CreoEnVos #TuVozAlPoder",
25,30/9/2020,"LA MANIPULACIÓN DE LAS ENCUESTAS

El fraude que monto el MAS es complejo y abarca muchas cosas: manipulación informativa, alteración de actas físicas, voto obligado, inscripciones irregulares de votantes en el extranjero, encuestas reguladas, entre otras.

Peleamos mucho para que se investiguen y corrijan todas esas irregularidades, pero el pactismo y los intereses de la clase política ganaron esa batalla y no se hizo nada en contra de esa cultura fraudulenta instalada por el MAS.

Es más, empezaron a usar las encuestas reguladas, que fueron parte del montaje del fraude masista, para el beneficio de la vieja política. Hoy, hay partidos y candidatos que en lugar de buscar la persuasión del votante, apelan a sus vínculos con empresas encuestadoras y medios para direccionar e imponer tendencias en el voto.

Las encuestas públicas son una herramienta poderosa, porque pueden llegar a alterar la percepción de la realidad. Una encuesta manipulada es una mentira que lastima la democracia.

Las encuestas no deberían estar restringidas, pero sí, quienes las alteren deberían ser sancionados.

Que no te manipulen, que no te mientan. Cuando veas los números en la pantalla de algunos medios de comunicación, recuerda que la decisión, el poder del voto y por ende, el destino de Bolivia, está en tus manos y no en los negociados y los intereses privados que usan el juego de las encuestas para direccionar el voto.

Hay un tema de fondo en esta elección: tenemos que votar por una opción que sea capaz de reconstruir la democracia. El MAS y sus métodos autoritarios siguen estando incrustado en muchas instituciones públicas y lo van a seguir estando después del 18 de octubre. Por eso, tu elección tiene que estar orientada a respaldar al equipo de personas que puedan hacerle frente a esa realidad.","HANDLING OF POLLS

Fraud amount MAS is complex and involves many things: information manipulation, alteration of physical acts, forced voting, irregular voter registration abroad, regulated surveys, among others.

We fought a lot to investigate and correct all the irregularities, but the wheeling and dealing and interests of the political class won that battle and nothing was done against such fraudulent culture installed by the MAS.

It is more regulated started using surveys, which were part of the assembly of the MAS fraud for the benefit of the old politics. Today, there are parties and candidates instead of seeking voter persuasion, appeal to their links with pollsters and media companies to address and impose trends in the vote.

Public surveys are a powerful tool because it can alter the perception of reality. A manipulated survey is a lie that hurts democracy.

Surveys should not be restricted, but who the alter should be punished.

You do not handle, you do not lie. When you see the numbers on the screen of some media, remember that the decision, the power of the vote and therefore the fate of Bolivia, is in your hands and not traded and private interests that use the game of to direct the voting polls.

There is an underlying theme in this election: we have to vote for an option that is able to reconstruct democracy. MAS and its authoritarian methods remain embedded in many public institutions and they will remain after October 18. Therefore, your choice should be geared to supporting the team of people who can cope with that reality."
26,2020-10-01,"¡Celebramos el Día Nacional del Árbol trabajando!

Hoy nuestro equipo de Santa Cruz entregó 7000 plantines a los candidatos de distintos municipios y distritos para que puedan hacerle honor a esta fecha especial plantando nuevos árboles.

¡Es con hechos!

#CreoEnMiGente #CreoEnVos #TuVozAlPoder","We celebrate National Day of the Tree work!

Today our team of Santa Cruz gave plantines 7000 candidates from various municipalities and districts so that they can make this day special honor planting new trees.

It is with facts!

#CreoEnMiGente #CreoEnVos #TuVozAlPoder"
27,2020-10-01,"¡La Paz CREE!

Gracias a esa gente de La Paz que hoy nos recibió con tanto cariño.

Estas son nuestras encuestas, las de la gente en las calles.

¡Gracias La Paz! ¡Unidos vamos a cambiar Bolivia!

#CreoEnLaPaz #CreoEnVos #TuVozAlPoder","The Peace BELIEVE!

Thanks to those people in La Paz today welcomed us so warmly.

These are our surveys, people in the streets.

Thank you La Paz! United we are going to change Bolivia!

#CreoEnLaPaz #CreoEnVos #TuVozAlPoder"
28,2020-10-01,"Nací y crecí viendo triunfar el modelo económico cruceño.

Te pido tu apoyo para llevar este modelo exitoso al resto del país.

No vamos a salir de esta crisis prestándonos más plata sino produciendo más. Sé cómo hacerlo, por eso te pido que me prestes tu voto, que en 5 años te devolveré una Bolivia productiva, una Bolivia con empleo.

#CreoEnMiGente #CreoEnVos #TuVozAlPoder","I was born and I grew up watching Santa Cruz successful economic model.

I ask your support to bring this successful model to the rest of the country.

We will not emerge from this crisis by lending more money but producing more. I know how to do, so I ask you to lend me your vote, that in 5 years will restore a productive Bolivia, one employed Bolivia.

#CreoEnMiGente #CreoEnVos #TuVozAlPoder"
29,2020-10-01,"Venimos a hacer historia de la mano de la gente, de la mano del pueblo.

Se acabó el tiempo de la vieja política, se acabó el tiempo de las malas mañas, se acabó el tiempo de los negociados.

Me siento honrado de haber terminado nuestra caravana en la Plaza Abaroa, este lugar nos recuerda la valentía de un hombre que dió la vida por nuestro mar y nuestra patria, no como los mesitas y masistas que jugaron con los sueños de nuestro pueblo y se gastaron nuestra plata por perseguir sus propios intereses.

No renunciaremos a ese sueño jamás, a nuestro Litoral lo llevamos en la sangre y el corazón.

¡Gracias La Paz!

¡Unidos construiremos una nueva Bolivia!

#CreoEnLaPaz #CreoEnVos","We're here to make history in the hands of people, from the hand of the people.

time ran out of the old politics, time of bad habits is over, the time of negotiated over.

I am honored to have finished our caravan in the Plaza Abaroa, this place reminds us of the courage of a man who gave his life for our sea and our country, not like the tables and masistas who played with the dreams of our people and spent our money to pursue their own interests.

We will not give up that dream ever, our Litoral it's in our blood and heart.

Thank you La Paz!

United we will build a new Bolivia!

#CreoEnLaPaz #CreoEnVos"
30,2020-10-01,Salimos a las calles a preguntarle a la gente qué opina de nuestra propuesta de universalizar las facturas. Esto fue lo que nos dijeron. #CreoEnMiGente #CreoEnVos#TuVozAlPoder,We took to the streets to ask people what they think of our proposal to universalize the bills. This was what they told us. #CreoEnMiGente # CreoEnVos # TuVozAlPoder
31,2020-10-02,"¡El sector gremial #cree ! Agradezco al sector gremial por apoyar este proyecto, por creer en el cambio y confiar que llevaremos su voz al poder de la mano de Clotilde Padilla. Tienen mi compromiso: unidos crearemos una nueva Bolivia, una Bolivia de oportunidades, una Bolivia con empleo, una Bolivia unida. ¡Gracias por confiar en mí! #CreoEnMiGente#CreoEnVos #TuVozAlPoder","The union sector #cree! I thank the union sector for supporting this project, believing in change and trust that we will carry your voice to the power of Clotilde Padilla's hand. You have my commitment: together we will create a new Bolivia, one of Bolivia opportunities, Bolivia employed a united Bolivia. Thanks for trusting me! # CreoEnMiGente # CreoEnVos #TuVozAlPoder"
32,2020-10-02,"Sí, me tiré al piso para que la gente pueda sacarse fotos conmigo. Sí, me ensucie la polera, después salí barcino en las fotos pero, ¿Saben qué? Este soy yo. Este es el de gorrita que se sigue emocionando cuando alguien le pide foto, este es el Luis Fernando que se alegra de ver el entusiasmo en los ojos de la gente cuando se acerca a mi y se encuentran con una persona normal, una persona como cualquier otra. Sé que muchos quisieran que pose más, que sea más ""políticamente correcto"" pero no puedo porque este que se tira al piso para una selfie, soy yo. ¡Buen sábado para todos!","Yes, I threw myself to the floor so people can take pictures with me. Yes, I soiled the shirt, then went barcino in the photos but you know what? This is me. This is the beanie that is still excited when someone asks photo, this is the Luis Fernando who is glad to see the excitement in people's eyes when he approaches me and are a normal person, a person like any other. I know that many would like to pose more, to be more ""politically correct"" but I can not because this is thrown to the floor for a selfie, I am. Good saturday to everybody!"
33,2020-10-03,"Señores, antes del debate tengo que decirles que: ¡VAMOS A CAMBIAR ESTE PAÍS!. Gracias a toda esa gente que sale a las calles a darnos su apoyo, gracias por creer en el cambio, gracias por llenarnos de entusiasmo, gracias por tenernos fe. Así llegamos al debate, caminando, con la gente. #CreoEnMiGente#CreoEnVos #TuVozAlPoder","Gentlemen, before the debate have to tell you: THIS COUNTRY GOING TO CHANGE !. Thanks to all those people who take to the streets to support us, thank you for believing in change, please fill us with enthusiasm, thanks for having us faith. Thus we come to the debate, walking with people. # CreoEnMiGente # CreoEnVos #TuVozAlPoder"
34,2020-10-04,¡Se acabó la tiranía de las encuestas! Gracias a toda esa gente que sale a las calles a demostrarle al país que llegó la hora del cambio. ¡Gracias por comprometerse con Bolivia! ¡Gracias por creer! #CreoEnMiGente#CreoEnVos #TuVozAlPoder,It's over tyranny survey! Thanks to all those people who take to the streets to demonstrate to the country that it was time to change. Thank you for committing to Bolivia! Thanks for believing! # CreoEnMiGente # CreoEnVos #TuVozAlPoder
35,2020-10-04,"Un 4 de octubre, la Chiquitanía nos convocó a pelear por ella. Llegamos uno a uno, fuimos sumando esfuerzos. Doblamos nuestras rodillas, y unidos luchamos. Así empezó todo, con un cabildo, con más de un millón de personas. Con una llama prendida que nos recordó que nos habían quitado la libertad y la esperanza. No te olvides de ese 04 de octubre Bolivia, gracias a él, volviste a ser libre.","4 October Chiquitanía summoned us to fight for it. We arrived one by one, we were joining forces. We bend our knees, and we fight together. So it all started with a town hall with more than one million people. He lit a flame that reminded us that we had taken away freedom and hope. Do not forget that Bolivia on October 4, thanks to him, you came to be free."
36,2020-10-05,"¡Creemos en Bolivia! ¡Creemos en la unión!

Gracias El Torno y La Guardia por demostrarnos que la gente quiere que su voz llegue al poder, la gente quiere cambio, quiere mejores días.

¡Unidos cambiaremos Bolivia!

#CreoEnMiGente #CreoEnVos #TuVozAlPoder","We believe in Bolivia! We believe in marriage!

Thanks El Torno and La Guardia for showing that people want your voice come to power, people want change, want better days.

United we change Bolivia!

#CreoEnMiGente #CreoEnVos #TuVozAlPoder"
37,2020-10-05,"¡Una Bolivia de campeones es posible!

Nuestros deportistas tienen talento, tienen disciplina, tienen pasión, sólo necesitan un gobierno que crea en ellos, que los apoye, que incentive el deporte.

En nuestro plan de gobierno, planteamos propuestas sólidas para que nuestros deportistas tengan condiciones para competir en encuentros deportivos de alto nivel.

#CreoEnElDeporte #CreoEnVos #TuVozAlPoder","A Champions Bolivia is possible!

Our athletes are talented, have discipline, have passion, they just need a government that believes in them, to support them, which encourages sport.

In our government plan, we propose solid proposals for our athletes are able to compete in high-level sports events.

#CreoEnElDeporte #CreoEnVos #TuVozAlPoder"
