,created_at,original,translated
16,2020-09-22,"Tenemos a las y los profesionales, la capacidad y experiencia para gobernar #Bolivia. Rescataremos los mejores perfiles para el proceso de industrialización.

Gracias por sus reflexiones mis hermanas y hermanos chuquisaqueños.

#VamosASalirAdelante.","We have the professionals, the ability and experience to govern #Bolivia. We will rescue the best profiles for the industrialization process.

Thank you for your thoughts my sisters and brothers Chuquisaca.

#We will move forward."
17,2020-09-22,"Durante muchos años hemos luchado con mi hermano @LaramaDavid por el bien del pueblo boliviano. Hoy estamos firmes para devolver a nuestra patria la dignidad y democracia que nos arrebataron. #VamosASalirAdelante
.
.
.
.
.
.
.
.
#davidchoquehuanca #masipsp #luchoarce #aymara #bolivia #elecciones2020 #binomio #democracia","For many years we have fought with my brother @LaramaDavid for the sake of the Bolivian people. Today we stand to return to our homeland dignity and democracy taken from us. #We will move forward
.
.
.
.
.
.
.
.
#davidchoquehuanca #masipsp #luchoarce #Bolivia #bolivia # elecciones2020 #binomio #democracia"
18,2020-09-23,"Con nuestra propuesta #Bolivia será autosostenible en la producción de diésel y combustibles ecológicos.
Generaremos más de 200 mil nuevos empleos, dinamizaremos la actividad económica e ingresaremos a la economía circular. Transformaremos #Bolivia.

#VamosASalirAdelante","#Bolivia our proposal will be self-sustaining in the production of diesel and ecological fuel.
Generate more than 200 thousand new jobs, economic activity and dinamizaremos will enter circular economy. #Bolivia transform.

#We will move forward"
19,2020-09-23,"Política de combustibles ecológicos

Producción de diesel y combustibles ecológicos.
Grandes proyectos para transformar #Bolivia. #VamosASalirAdelante
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #combustible #combustibleecologico #biodiesel #dieselverde","Ecological fuels policy

Production of diesel and ecological fuel.
Major projects to transform #Bolivia. #We will move forward
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #combustible #combustibleecologico #biodiesel #dieselverde"
20,2020-09-23,"¡Gracias #SantaCruz!
Se siente el cariño y apoyo del pueblo cruceño, rumbo a la victoria del 18 de octubre. Recuperaremos la democracia y la estabilidad mis hermanas y hermanos. ¡Venceremos!
#VamosASalirAdelante","Thank you #SantaCruz!
the love and support of the people of Santa Cruz, heading for victory on October 18 feels. Recover democracy and stability my sisters and brothers. Overcome!
#We will move forward"
21,2020-09-23,"¡Gracias por el recibimiento #Plan3000!
Me conmueve recorrer las calles en las que nuestras hermanas y hermanos enfrentaron la persecución y violencia de grupos radicales. ¡Pronto el llanto se convertirá en alegría! #VamosASalirAdelante
.
.
..
.
.
.
.
.
#luchoarce #luisarce #masipsp #santacruz #bolivia #democracia #elecciones2020","Thank you for hosting # Plan3000!
I moved through the streets where our sisters and brothers faced persecution and violence of radical groups. Soon the cry will turn into joy! #We will move forward
.
.
..
.
.
.
.
.
#luchoarce #luisarce #masipsp #santacruz #bolivia #democracia # elecciones2020"
22,2020-09-23,"En el Día Nacional contra la Trata y Tráfico de Personas en #Bolivia sabemos que el Estado debe jugar un rol más activo y preventivo contra este flagelo. Nuestro compromiso es ajustar los mecanismos institucionales y luchar frontalmente para evitar el dolor de las familias.
.
.
.
.
.
.
.
.
.
.
#LuchoArce #luisarce #masipsp #diacontralatratadepersonas #noalatrata #derechos #derechoshumanos","In the National Day Against Trafficking in Persons in #Bolivia we know that the state should play a more active and preventive role against this scourge. Our commitment is to adjust the institutional mechanisms and fight frontally to avoid the pain of families.
.
.
.
.
.
.
.
.
.
.
#LuchoArce #luisarce #masipsp #diacontralatratadepersonas #derechos #noalatrata #derechoshumanos"
23,2020-09-24,"#SantaCruz
#NorteIntegrado
Hermoso recibimiento de mis hermanas y hermanos de sindicatos de mototaxis, juventudes y organizaciones sociales de Warnes. Sentimos el gran apoyo del pueblo. Unidos #VamosASalirAdelante ¡Viva Santa Cruz!
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #santacruz #warnes #mototaxistas #caravana #bolivia #elecciones2020","#Santa Cruz
I #NorteIntegrado
Beautiful hosting my sisters and brothers mototaxis unions, youth and social organizations Warnes. We feel the great support of the people. #VamosASalirAdelante States Viva Santa Cruz!
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #santacruz #warnes #caravana #mototaxistas #bolivia # elecciones2020"
24,2020-09-24,"¡Felicidades mi querida #SantaCruz! Mi reconocimiento al pueblo cruceño, hospitalario, trabajador y visionario. Gracias mis hermanas y hermanos por el apoyo y cariño que siempre he sentido en esta hermosa tierra. ¡Viva Santa Cruz!

#VamosASalirAdelante","Congratulations my dear #SantaCruz! My appreciation to the people of Santa Cruz, hospitable, hardworking and visionary. Thank you my brothers and sisters for the support and affection that I have always felt in this beautiful land. Viva Santa Cruz!

#We will move forward"
25,2020-09-25,"Luego de una intensa jornada en #SantaCruz, compartimos momentos con la familia. Buenas noches hermanas y hermanos. Gracias por la acogida. Somos felices de estar en esta hermosa tierra.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #elecciones2020 #familia #cantar #musica","After an intense day in #SantaCruz, we share moments with family. Good evening brothers and sisters. Thanks for the welcome. We are happy to be in this beautiful land.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia # elecciones2020 #familia #cantar #musica"
26,2020-09-25,Hoy presentamos una nueva propuesta para reconstruir nuestra economía.,Today we present a new proposal to rebuild our economy.
27,2020-09-25,"¡Estamos en #Potosí!

Con mi hermano David Choquehuanca, acompañados de nuestras hermanas y hermanos, iniciamos nuestra caminata en la tierra bendecida del Salar de Uyuni. Rumbo a la victoria de octubre.

#VamosASalirAdelante","We are at # Potosi!

My brother David Choquehuanca, accompanied by our sisters and brothers, we began our trek in the blessed land of the Salar de Uyuni. To victory in October.

#We will move forward"
28,2020-09-25,"Desde el majestuoso Salar de Uyuni, reafirmamos nuestras alianzas con las organizaciones sociales para la defensa del litio. Nuestro recurso natural es una de las mayores reservas del mundo y representa la soberanía económica y motor de nuestra liberación. #VamosASalirAdelante","From the majestic Salar de Uyuni, we reaffirm our alliances with social organizations to defend lithium. Our natural resource is one of the largest reserves in the world and represents the engine of economic sovereignty and our freedom. #We will move forward"
29,2020-09-25,"Muy agradecido por las muestras de cariño y apoyo de mis hermanas y hermanos de #Uyuni. Con mi hermano David Choquehuanca, nos fortalecemos para defender e industrializar el litio. No permitiremos que las transformaciones se apropien de nuestra riqueza #VamosASalirAdelante
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #bolivia #uyuni #salar #litio","Very grateful for the affection and support of my sisters and brothers #Uyuni. My brother David Choquehuanca, we strengthen to defend and industrialize lithium. We will not allow transformations take ownership of our wealth #VamosASalirAdelante
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #bolivia #uyuni #salar #litio"
30,2020-09-25,"#Uyuni #Potosí
Estamos reunidos con nuestras hermanas y hermanos mineros cooperativistas de Potosí. Escuchamos sus preocupaciones y analizamos cómo salir de la crisis económica y social que vivimos.
#VamosASalirAdelante
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #litio #elecciones2020","#Uyuni # Potosi
We are united with our brothers and sisters cooperative miners of Potosi. We listen to their concerns and analyze how to overcome the economic and social crisis which we live.
#We will move forward
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #litio # elecciones2020"
31,2020-09-25,"Propuesta para industrialización soberana del litio

🔹Nuestra propuesta para retomar el camino de la industrialización del #Litio, como recurso natural de todas y todos los bolivianos.
#VamosASalirAdelante
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #litio #recursosNaturales #soberanoaeconomica #democracia",
32,2020-09-25,"¡Cuánto cariño de nuestro pueblo!
En nuestro retorno nos encontramos con hermosos recibimientos en #Pelka y #TicaTica #Potosí.
Gracias mis hermanas y hermanos. No defraudaremos su confianza y cariño. Hasta la victoria. #VamosASalirAdelante
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #elecciones2020","How much affection of our people!
On our return we find beautiful receptions in #Pelka and #TicaTica # Potosi.
Thank you my brothers and sisters. We not disappoint their trust and affection. To victory. #We will move forward
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia # elecciones2020"
33,2020-09-25,"No tenemos palabras para agradecer tanto apoyo y amor de nuestras hermanas y hermanos potosinos.
Con mi hermano @LaramaDavid reafirmamos nuestro compromiso de trabajar por la agenda de desarrollo de #Potosí con industrias y obras como se merecen. #VamosASalirAdelante
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #elecciones2020 @laramadavid #davidchoquehuanca #binomio","We have no words to thank so much support and love of our sisters and brothers potosinos.
My brother @LaramaDavid reaffirm our commitment to work for the development agenda of # Potosi industries and works as they deserve. #We will move forward
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia # elecciones2020 @laramadavid #davidchoquehuanca #binomio"
34,2020-09-26,"¡Llegamos a #Sucre!
Muy agradecidos por el cariño de nuestras hermanas y hermanos chuquisaqueños que con esperanza nos reciben para expresarnos su confianza. Estamos unidos en un mismo sentir.
#VamosASalirAdelante
.
.
.
.
.
.
.
#LuchoArce #luisarce #bolivia2020 #elecciones #masipsp #binomio","We arrived in #Sucre!
Very grateful for the love of our sisters and brothers Chuquisaca hope that we get to express their confidence. We are united in one mind.
#We will move forward
.
.
.
.
.
.
.
#LuchoArce #luisarce # bolivia2020 #elecciones #masipsp #binomio"
35,2020-09-26,"¡El Pueblo Unido jamás será Vencido!
Gracias hermanas y hermanos chuquisaqueños. Cumpliremos el mandato que nos dieron, reconstruiremos la economía y fomentaremos el turismo interno para reactivar la economía de la capital de #Bolivia. Con su apoyo #VamosASalirAdelante
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #chiquisaca #bolivia #elecciones2020 #sucre","The people united will never be defeated!
brothers and sisters thanks Chuquisaca. We fulfill the mandate we were given, rebuild the economy and will encourage domestic tourism to revive the economy of the capital of #Bolivia. With its support #VamosASalirAdelante
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #chiquisaca #bolivia # elecciones2020 #sucre"
36,2020-09-26,"Otro mundo es posible (canción) - Kalamarka

¡El futuro está en nuestras manos mis hermanas y hermanos!
Unidos podemos hacer una nación más justa, libre y democrática. Consolidemos nuestra hermandad. #VamosASalirAdelante
.
.
.
.
.
.
#luchoarce #luisarce #kalamarka #bolivia #bolivia2020 #futuro #nacion","Another world is possible (song) - Kalamarka

The future is in our hands my sisters and brothers!
Together we can make a nation more just, free and democratic. We consolidate our brotherhood. #We will move forward
.
.
.
.
.
.
#luchoarce #luisarce #kalamarka #bolivia # bolivia2020 #futuro #nacion"
37,2020-09-26,"¡Vamos a recuperar la Patria con el voto!
Llallagua tierra de historia y hermanos combativos. Gracias por el gran recibimiento.
Unidos todos y todas trabajaremos por la minería y la agricultura de nuestra región.
#VivaPotosí
#VamosASalirAdelante
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #elecciones2020 #potosi #llallagua","Let's restore the country to vote!
Llallagua land of history and spirited brothers. Thanks for the great welcome.
Everyone will work together for mining and agriculture in our region.
# VivaPotosí
#We will move forward
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia # elecciones2020 #potosi #llallagua"
38,2020-09-27,"Desde tempranas horas de la mañana, con mi hermano @LaramaDavid visitamos medios de comunicación de #Oruro. Gracias a RTV Caracol, Radio Pio XII, Radio Fides, Plus TV, @LaPatriaDigital por el espacio para dar a conocer al pueblo las propuestas con las que #VamosASalirAdelante
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #oruro #elecciones2020","From early morning, with my brother @LaramaDavid visited #Oruro media. Thanks to RTV Caracol Radio Pio XII, Radio Fides, Plus TV, @LaPatriaDigital for space to present proposals to the people with whom #VamosASalirAdelante
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #oruro # elecciones2020"
39,2020-09-27,"Es tradición pasar por Oruro y tomar el delicioso api orureño. Felices de visitar a nuestras hermanas del Mercado Fermín López que siempre nos atienden con tanto cariño. Después del api estamos listos para seguir con el recorrido por la capital folklórica de #Bolivia.
.
.
.
.
.
.
.
.
.
#luis#arce#luchoarce @laramadavid #oruro #api #apiorureño #masipsp #elecciones #elecciones2020 #bolivia","Oruro is tradition to go through and take the delicious orureño api. Happy to visit our sisters in the Mercado Fermín López who always treat us so warmly. After the api are ready to continue the tour of the folkloric capital of #Bolivia.
.
.
.
.
.
.
.
.
.
Luis maple # # # luchoarce @laramadavid #oruro #api # apiorureño #masipsp #elecciones # elecciones2020 #bolivia"
40,2020-09-27,"Estamos en #Oruro gratamente sorprendidos por la multitudinaria movilización de nuestras hermanas y hermanos orureños. Reactivaremos los proyectos que fueron paralizados y fomentaremos el turismo interno para la capital folklórica de #Bolivia. #VamosASalirAdelante
.
.
.
.
.
.
.
.
#LuchoArce #LuisArce #masipsp #bolivia #elecciones2020 #capitalfolklorica #oruro","We are in #Oruro pleasantly surprised by the massive mobilization of our sisters and brothers Oruro. Reactivate projects that were paralyzed and will encourage domestic tourism to the folkloric capital of #Bolivia. #We will move forward
.
.
.
.
.
.
.
.
#LuchoArce #LuisArce #masipsp #bolivia # elecciones2020 #capitalfolklorica #oruro"
41,2020-09-27,"El poder de tus brazos Oruro!
Responderemos a su cariño y confianza con mucho trabajo para reactivar la economía orureña. Con su voto, el 18 de octubre recuperaremos la patria para el pueblo.

Fomentaremos la minería, turismo y producción de camélidos. #VamosASalirAdelante
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia #elecciones2020 #oruro #luchoxbolivia","The power of your arms Oruro!
We respond to your love and trust with a lot of work to revive the economy orureña. With your vote, on October 18 we will recover the homeland for the people.

We will encourage mining, tourism and production of camelids. #We will move forward
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #bolivia # elecciones2020 #oruro #luchoxbolivia"
42,2020-09-27,"Muy agradecidos mis hermanas y hermanos de #Oruro, nos llenaron de fuerza y cariño.
Nos han pedido que recuperemos la patria y con su apoyo cumpliremos ese mandato. ¡Hasta la victoria!
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #oruro #bolivia #elecciones2020 #luchoxbolivia","Very grateful my sisters and brothers #Oruro, filled us with strength and love.
We have been asked to recover the homeland and support fulfill that mandate. To victory!
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #oruro #bolivia # elecciones2020 #luchoxbolivia"
43,2020-09-27,"Increíble recibimiento de nuestras hermanas y hermanos mineros en el histórico centro minero #Huanuni.
¡Gracias!
.
.
.
.
.
.
.
.#luchoarce #luisarce #masipsp #bolivia #mineros #mineras #elecciones2020","Amazing welcome of our sisters and brothers miners in the mining #Huanuni historic center.
Thank you!
.
.
.
.
.
.
.
. # Luchoarce #luisarce #masipsp #bolivia #mineras #mineros # elecciones2020"
44,2020-09-27,"¡Huanuni, vanguardia de nuestra soberanía!
Emotiva visita a nuestras hermanas y hermanos aguerridos de #Huanuni. Con @LaramaDavid estamos más convencidos que nunca de defender nuestras riquezas naturales. Gracias por su fortaleza, lucharemos siempre por nuestra soberanía.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #laramadavid #bolivia #huanuni #mineria #soberaniaeconomica #riquezasnaturales #recursosnaturales","Huanuni, the vanguard of our sovereignty!
Emotional visit to our brave sisters and brothers of #Huanuni. With @LaramaDavid we are more convinced than ever to defend our natural resources. Thank you for your strength, we will always fight for our sovereignty.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #laramadavid #bolivia #huanuni #soberaniaeconomica #mineria #recursosnaturales #riquezasnaturales"
45,2020-09-27,"Vamos a recuperar nuestra patria.

“Para el pueblo lo que es del pueblo, porque el pueblo se lo ganó”
Unidos vamos a recuperar nuestra Patria para todas y todos los bolivianos. Hasta la victoria de octubre #VamosASalirAdelante
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #paraelpuebloloqueesdelpueblo #piero #huanuni #mina #mineria #recursosnaturales #soberaniaeconomica #democracia #libertad","Let's reclaim our homeland.

""For the people what belongs to the people because the people won""
States will recover our country for all and all Bolivians. October until victory #VamosASalirAdelante
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #paraelpuebloloqueesdelpueblo #piero #huanuni #mina #recursosnaturales #mineria #soberaniaeconomica #democracia #libertad"
46,2020-09-27,"En el Día Mundial del Turismo ratificamos nuestro compromiso de trabajar por un sector fundamental para dinamizar la demanda interna en #Bolivia. Tenemos la seguridad que con las medidas adecuadas reviviremos el sector y #VamosASalirAdelante
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #turismo #bolivia #elecciones2020","On World Tourism Day we reaffirm our commitment to work for a fundamental sector to boost domestic demand in #Bolivia. We are confident that appropriate measures will revive the sector and #VamosASalirAdelante
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #Turismo #bolivia # elecciones2020"
47,2020-09-28,"Lucho Arce: cantar con esperanza

🎸🎶 “Nadie le pondrá murallas a nuestra verdad” 🎸🎶
.
.
.
.
.
.
.
.
.
#LuchoArce #Luisarce #Masipsp #bolivia #Elecciones2020 #cantar #musica #protesta",
48,2020-09-28,"¡Llegamos a la Chura Tarija!
Emocionado por tan lindo recibimiento. Gracias mis hermanas y hermanos. Tenemos mucho que hacer para reactivar la economía y el desarrollo de esta hermosa tierra. Unidos #VamosASalirAdelante
.
.
.
.
.
.
.
.
#LuchoArce #luisarce #tarija #elecciones2020 #bolivia #masipsp","We arrived in the Chura Tarija!
So cute excited welcome. Thank you my brothers and sisters. We have much to do to revive the economy and development of this beautiful land. States #VamosASalirAdelante
.
.
.
.
.
.
.
.
#LuchoArce #luisarce #tarija # elecciones2020 #bolivia #masipsp"
49,2020-09-28,"Las mujeres de #Bolivia juegan un papel fundamental en el desarrollo del país. Potenciando más sus emprendimientos, industrias y generando más empleos reactivaremos la economía en todos los rubros. #VamosASalirAdelante
.
.
.
.
.
.
.
.
#luisarce #luchoarce #masipsp #bolivia #elecciones2020 #mujeres #feminismobolivia #desarrollo #futuro","#Bolivia women play a fundamental role in the development of the country. Further enhancing their businesses, industries and generating more jobs reactivate the economy in all areas. #We will move forward
.
.
.
.
.
.
.
.
#luisarce #luchoarce #masipsp #bolivia # elecciones2020 #feminismobolivia #mujeres #futuro #desarrollo"
50,2020-09-28,"#Tarija es la capital vitivinícola de #Bolivia. Trabajaremos en mejorar la producción para el desarrollo del departamento. Unidos promoveremos proyectos de crecimiento para beneficio del pueblo tarijeño. #VamosASalirAdelante
.
.
.
.
.
.
.
.
#luchoarce #luisarce #davidchoquehuanca #masipsp #binomio #tarija #capitalvitivinicola #bolivia #elecciones2020","#Tarija is the wine capital of #Bolivia. We will work on improving production for the development of the department. States will promote growth projects for the benefit of the tarijeño people. #We will move forward
.
.
.
.
.
.
.
.
#luchoarce #luisarce #davidchoquehuanca #masipsp #binomio #tarija #capitalvitivinicola #bolivia # elecciones2020"
51,2020-09-28,"Compartimos un delicioso sábalo, típico de la región, en el Mercado Abasto de #Tarija. Muy agradecido hermanas y hermanos, por tantas muestras de cariño y vivencias auténticas tarijeñas #VamosASalirAdelante
.
.
.
.
.
.
.
#luisarce #luchoarce #masipsp #bolivia #elecciones2020 #tarija #mercadodeabasto","We shared a delicious shad, typical of the region, in the Abasto Market #Tarija. Very grateful brothers and sisters, so many tokens of affection and authentic experiences #VamosASalirAdelante tarijeñas
.
.
.
.
.
.
.
#luisarce #luchoarce #masipsp #bolivia # elecciones2020 #tarija #mercadodeabasto"
52,2020-09-28,"¡Somos Pueblo, somos MAS!
Muy agradecidos con el pueblo de #Tarija por acompañarnos en la caminata hasta la masiva concentración que proclama nuestro triunfo.
A pesar del amedrentamiento estamos unidos para vencer el 18 de octubre. #VamosASalirAdelante

*Lucho Arce*
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #luchoarce #bolivia2020 #elecciones2020 #tarija","We are people, we are MORE!
Very grateful to the people of #Tarija for joining us on the hike to the mass rally proclaiming our victory.
Despite the scare tactics are united to defeat on October 18. #We will move forward

* Lucho Arce *
.
.
.
.
.
.
.
.
.
#luchoarce #luisarce #masipsp #luchoarce # bolivia2020 # elecciones2020 #tarija"
