,created_at,original,translated
26,2020-09-20,"¡Hoy la juventud conversa con Lucho Arce y con Andrónico Rodríguez!
El país se encamina a una elección histórica en la que la juventud tiene mucho para decir y aportar.
¿Qué les preguntarías? ¿Qué mensajes quieres enviarles?
¡Les esperamos! 
¡Jallalla Bolivia!","Today youth Lucho talks with Arce and Rodriguez Andronicus!
The country is heading for a historic election in which young people have a lot to say and contribute.
What would you ask? What messages you want to send?
We wait for you!
Jallalla Bolivia!"
27,2020-09-20,"¡Hoy la juventud conversa con Lucho Arce y con Andrónico Rodríguez! ✊🏽
El país se encamina a una elección histórica en la que la juventud tiene mucho para decir y aportar.
¿Qué les preguntarías? ¿Qué mensajes quieres enviarles?
¡Les esperamos!",
28,2020-09-20,Ya estamos en vivo con Lucho Arce y Andrónico Rodríguez ¿Tienes alguna pregunta que hacerles?,We're live with Lucho Rodriguez Arce and Andronicus Have a question you do to them?
29,2020-09-20,"😎 En Homenaje al 21 de septiembre, nuestro binomio Lucho Arce y David Choquehuanca invitan a toda la juventud al Gran Lanzamiento de nuestra Política de #Juventudes. ✊🏽
Porque solo con la participación de las y los jóvenes #VamosASalirAdelante",
30,2020-09-20,"La victoria será del Pueblo ✊🏽
San Julián expresa su respaldo de manera contundente. #VamosASalirAdelante",
31,2020-09-20,"La victoria será del Pueblo ✊🏽
San Julián expresa su respaldo de manera contundente. #VamosASalirAdelante",
32,2020-09-21,"El candidato a primer senador por Cochabamba por el Movimiento Al Socialismo-Instrumento Político por la Soberanía de los Pueblos (MAS-IPSP), Leonardo Loza, quien reemplaza al ex presidente Evo Morales en esa postulación, propuso “un país de integración y unidad”. “Planteamos un país tranquilo, con estabilidad, sin perseguidos políticos, sin corrupción, un país de integración y de unidad”, dijo el candidato en el programa “Que no me pierda” que se difunde por la Red Uno de Bolivia.","The candidate for prime senator from Cochabamba by movement Socialism-Political Instrument for the Sovereignty of the Peoples (MAS-IPSP), Leonardo Loza, who replaces former President Evo Morales on that nomination, proposed a ""country of integration and unity"" . ""We propose a peaceful country with stability without political persecution, without corruption, a country of integration and unity,"" said the candidate in the ""Do not lose me"" which is broadcast by the network One of Bolivia."
33,2020-09-21,"Nuestro binomio Lucho Arce y David Choquehuanca comparte un delicioso plato de p'esque, con nuestrxs hermanxs lustrabotas de la ciudad de #ElAlto.",Our duo Lucho Arce and David Choquehuanca share a delicious dish of p'esque with nuestrxs shoeshine hermanxs #ElAlto city.
34,2020-09-21,"¡Presentamos nuestra Política de Juventudes!
Iniciamos el lanzamiento de nuestra política por y para los jóvenes de todo el país. ✊🏽
#SomosMillones
#SomosMAS",
35,2020-09-21,"Las juventudes asumen su rol histórico✊🏽
Masiva concentración junto a nuestro binomio presenta política que hará protagonista a las Juventudes en la reconstrucción de nuestra Patria.
#SomosMillones
#SomosMAS",
36,2020-09-21,"Potosí al ritmo de las qh'onqh'otas ✊🏽
#SomosCultura
#SomosIdentidad",
37,2020-09-21,"El Movimiento al Socialismo presentó su Plan de Acción «Vamos a salir adelante», propuestas para las juventudes, en el cual la generación de empleo y el acceso a becas estudiantiles serán consideradas centrales para el futuro de Bolivia. El plan contempla el desarrollo para emprendedores y sectores que producen cultura. Además, el programa de gobierno garantiza el acceso a la primera vivienda como una política de Estado para las juventudes, entre otros puntos. Lea el texto completo y descargue el documento ingresando aquí:","Socialism movement presented its Action Plan ""Let's move forward"" proposals for youths, in which employment generation and access to scholarships will be considered central to the future of Bolivia. The plan envisages the development for entrepreneurs and sectors producing culture. In addition, the government program grants access to the first housing as a state policy for youths, among other things. Read the full text and download the document by clicking here:"
38,2020-09-21,"El presidente de la Comisión de Derechos Humanos del Parlasur, Gastón Harispe, sostuvo que en América Latina existe un “achicamiento de la democracia a condiciones mínimas”, a raíz de una “militarización del escenario político”. El martes (22/9), a partir de las 10am, a través del Facebook del Parlasur, el organismo regional desarrollará una audiencia pública por las garantías electorales en Bolivia de la que participarán el Tribunal Supremo Electoral, las bancadas principales de la Asamblea Plurinacional de Bolivia y la Defensoría del Pueblo de Bolivia.","President of the Commission on Human Rights Parlasur Gaston Harispe said that in Latin America there is a ""hollowing of democracy to minimum conditions"" following a ""militarization of the political scene"". On Tuesday (22/9), from 10am, through the Facebook of the Parlasur, the regional body held a public hearing by the electoral guarantees in Bolivia of the participation of the Supreme Electoral Tribunal, the major caucuses of the Plurinational Assembly of Bolivia and the Ombudsman of the People of Bolivia."
39,2020-09-22,"Con Warnes recuperaremos la democracia ✊🏽
#SomosMillones
#SomosMAS",
40,2020-09-22,"AUDENCIA PÚBLICA: Garantías en el Proceso Electoral de Bolivia.
#EleccionesBolivia #Mercosur #Parlamento #audencia #vivo #youtube #elecciones
","PUBLIC HEARING: Guarantees in the Electoral Process in Bolivia.
#EleccionesBolivia #Mercosur #Parlamento #vivo #audencia #youtube #elecciones"
41,2020-09-22,Nuestro candidato a vicepresidente David Choquehuanca se reúne con trabajadores de prensa de la ciudad de #ElAlto y las 20 provincias.,Our vice presidential candidate David Choquehuanca met with media workers #ElAlto city and 20 provinces.
42,2020-09-22,"¡Lucho! ¡Lucho! ¡Lucho! ✊🏽
Lucho Arce hizo una pausa a la campaña yendo a almorzar al mercado campesino, pero fue sorprendido por nuestras hermanas cocineras.",
43,2020-09-22,"El pasado 16 de septiembre, la Defensoría del Pueblo presentó el Informe “Crisis de Estado, Violación de los Derechos Humanos en Bolivia, Octubre-Diciembre de 2019”. El nombre se debe, según la defensora Nadia Cruz, al hecho de que las violaciones a los DDHH “nos han quebrado como sociedad y como Estado”.","On 16 September, the Ombudsman of the People presented the report ""Crisis of State, Violation of Human Rights in Bolivia, October-December 2019"". The name is, according to defender Nadia Cruz, to the fact that human rights violations ""have broken us as a society and as a state."""
44,2020-09-22,"Federación de Asociaciones Municipales (FAM) premian a Patricia Arce por ""contribuir al desarrollo municipal y valentía de la mujer boliviana"". Felicitamos a una de nuestras más destacas figuras del Instrumento. ✊🏽",
45,2020-09-23,"El candidato a presidente por el Movimiento Al Socialismo, Lucho Arce, sostuvo en la primera Cumbre Internacional Progresista que en Bolivia “el pueblo exige la recuperación de la democracia”, así como otros pueblos en la región de Latinoamérica, donde sectores de derecha buscan socavar los procesos democráticos en marcha.","The presidential candidate for the Movement to Socialism, Lucho Arce said at the first Summit International Progressive in Bolivia ""the people demand the restoration of democracy"", as well as other towns in the region of Latin America, where right-wing sectors seek to undermine democratic processes underway."
46,2020-09-23,"Una nueva propuesta para reconstruir nuestra economía ✊🏽
",
47,2020-09-23,Continúan las propuestas de Lucho Arce para salir de la crisis. Vamos a salir Adelante hermanxs ✊🏽,
48,2020-09-23,"Resaltamos su habilidad y creatividad, al mismo tiempo su responsabilidad para cuidarnos en esta campaña hermanxs 😷✊🏽
#VamosASalirAdelante
#MASBarbijos",
49,2020-09-23,"Somos Mayoría ✊🏽
#SantaCruz
#SomosMillones
#SomosMAS",
50,2020-09-23,Estamos en el Plan 3000 ✊🏽 #ArribaSantaCruz,
51,2020-09-23,Nuestro candidato Lucho Arce en Santa Cruz ✊🏽,
52,2020-09-23,"Para el Movimiento Al Socialismo, Bolivia debe ser autosostenible en la producción de diésel y combustibles ecológicos. Es por ello que en la propuesta de gobierno para las elecciones del 18 de octubre, el MAS promete generar más de 200 mil nuevos empleos directos e indirectos en el sector, dinamizando la actividad económica.","A Movement for Socialism, Bolivia must be self-sustaining in the production of diesel and ecological fuel. That is why the government proposal for elections on October 18, MAS promises to generate more than 200,000 new direct and indirect jobs in the sector, boosting economic activity."
53,2020-09-23,Hasta la Victoria de Octubre ✊🏽,
54,2020-09-24,"Con el voto recuperaremos la Revolución Democrática y Cultural ✊🏽
Nuestro candidato Lucho Arce recibe masivo apoyo del Plan 3.000 de Santa Cruz.",
55,2020-09-24,"Colomi se tiñe de azul hermanxs ✊🏽
#SomosMillones
#SomosMAS",
56,2020-09-24,"Nuestro candidato Lucho Arce junto a nuestros hermanos Mototaxistas en Warnes ✊🏽
",
57,2020-09-24,Gran Caravana de Mototaxistas en Warnes junto a nuestro candidato Lucho Arce ✊🏽,
58,2020-09-24,"Somos Millones, Somos MAS ✊🏽",
59,2020-09-24,"Ingresa al sitio oficial de la campaña de Lucho Arce presidente de Bolivia, donde podrás descargar el documento donde explica cómo reemplazará la importación de combustibles que tiene un costo de 1000 millones de dólares, y generará al mismo tiempo 200 mil nuevos empleos.
Además de incentivar una nueva industria de servicios derivada de las necesidades para la producción del Biodiesel, producir localmente a menor costo y contribuir con los objetivos de desarrollo sostenible respetando el Medio Ambiente serán parte de los objetivos de gobierno del MAS – IPSP.","Login to the official campaign site Lucho Arce president of Bolivia, where you can download the document which explains how to replace the import of fuel that has a cost of 1000 million dollars and will generate at the same time 200 thousand new jobs.
In addition to encouraging a new service industry derived from the needs for the production of biodiesel, produced locally at lower cost and contribute to sustainable development goals while respecting the environment will be part of the objectives of government MAS - IPSP."
60,2020-09-24,"La jefa anticorrupción de la Fuerza Especial de Lucha Contra el Crimen (FELCC), capitán Silvia Sandoval Peredo, denunció que el director de esa institución, Coronel Iván Rojas, manipuló 11 casos que se investigan en la Fiscalía del Estado.","Anticorruption chief of the Special Force against Crime (FELCC), captain Silvia Sandoval Peredo, reported that the director of that institution, Colonel Ivan Rojas, handled 11 cases being investigated by the Office of the State."
61,2020-09-24,"Caravana de Toritos en Tupiza ✊🏽
#LuchoYDavid 
#SomosMAS
#VamosASalirAdelante",
62,2020-09-24,"🎶Se acaba la noche oscura, porque el sol alumbra MAS ✊🏽
Masiva concentración en la Zona Sur de Cochabamba. 
#SomosMillones
#SomosMAS",
63,2020-09-25,La cosa es con guitarra #YoLucho ✊🏽🎶,
64,2020-09-25,Hasta la Victoria ✊🏽,
65,2020-09-25,"El Parlamento del Mercosur (Parlasur) llevó a cabo una audiencia pública para debatir las garantías electorales en Bolivia. Entre los participantes se consensuó que se debe  garantizar el voto, el próximo 18 de octubre, y hacer respetar los derechos humanos porque se ha retrocedido en su ejercicio.","The Parliament of the Mercosur (Parlasur) held a public hearing to discuss the electoral guarantees in Bolivia. Among the participants it was agreed that should guarantee the vote, on 18 October, and to respect human rights because it has regressed in its exercise."
66,2020-09-25,Uyuni 🙌🏽,
67,2020-09-25,"Hoy desde el Salar de Uyuni en Potosí, presentamos una nueva propuesta para reconstruir la economía de nuestro país ✊🏽",
68,2020-09-25,Continuamos en Vivo con nuestro candidato Lucho Arce ✊🏽,
69,2020-09-25,"Estamos en Uyuni, la hija predilecta de Bolivia ✊🏽
#SomosMillones
#SomosMAS
#VamosASalirAdelante",
70,2020-09-25,"🎶Por nuestro Litio, por nuestro Gas ✊🏽
#RecuperamosLaDemocracia
#VamosASalirAdelante",
71,2020-09-25,"Tiraque expresa su respaldo contundente ✊🏽
#SomosUnidxs 
#SomosMAS 
#JhonnyPardoDiputadoPlurinominal
#EvaSalazarDiputadaPlurinominal
#HéctorArceDiputadoUninominal
#VamosASalirAdelante",
72,2020-09-25,"Eso es cuidarse con estilo hermana ✊🏽😎
#SomosUyuni
#SomosPotosí
#SomosMAS",
73,2020-09-25,"Estamos en Valle Hermoso, proclamando a nuestro binomio ✊🏽
#VamosASalirAdelante",
74,2020-09-25,"Descargue aquí la propuesta para retomar el megaproyecto de la industrialización del litio para beneficio del pueblo boliviano, que se constituirá en el pilar del desarrollo del país. La presentación fue realizada en una emotiva jornada en pleno Salar de Uyuni, por el candidato presidencial del MAS – IPSP, Lucho Arce, acompañado de su compañero de fórmula, David Choquehuanca, y organizaciones sociales potosinas.","Download here the proposal to resume the mega project of industrialization of lithium for the benefit of the Bolivian people, who will become the pillar of the development of the country. The presentation was made on an emotional journey in the Salar de Uyuni, the presidential candidate of the MAS - IPSP, Lucho Arce, accompanied by his running mate, David Choquehuanca, and social organizations potosinas."
75,2020-09-25,"El majestuoso salar de Uyuni se matizó con pobladores originarios del lugar con vestimenta de fiesta y música ancestral para recibir al binomio del Movimiento Al Socialismo (MAS), Lucho Arce y David Choquehuanca, quienes afirmaron que ese partido es el único que no permitirá la privatización de los recursos naturales y presentaron el plan de industrialización del litio, mediante la instalación de 41 empresas derivadas para asegurar el potenciamiento económico de Bolivia.","The majestic Salar de Uyuni is clarified with residents from the place with dress party and ancestral music to welcome the binomial movement Socialism (MAS), Lucho Arce and David Choquehuanca, who claimed that party is the only one who will not allow privatization of natural resources and presented the plan of industrialization of lithium, by installing 41 spinoffs to ensure economic empowerment of Bolivia."
76,2020-09-25,"🎶Porque Bolivia merece MAS ✊🏽
#SomosMillones
#SomosMAS
#VamosASalirAdelante",
77,2020-09-26,"El presidente de la Federación de Asociaciones Municipales (FAM) de Bolivia, Álvaro Ruiz, denunció que hay más de dos mil proyectos paralizados por falta de inversión del gobierno central y que la Presidenta transitoria Jeanine Áñez no recibe a los alcaldes. “A la presidenta solo se la conoce por las redes”, dijo Ruiz.","President of the Federation of Municipal Associations (FAM) of Bolivia, Alvaro Ruiz, reported that more than two thousand paralyzed by lack of investment projects of the central government and the transitional President Jeanine Áñez not receive the mayors. ""The president is known only by the networks,"" Ruiz said."
78,2020-09-26,Nuestro binomio Lucho Arce y David Choquehuanca en Conferencia de Prensa en Chuquisaca.,Our duo Lucho Arce and David Choquehuanca at a press conference in Chuquisaca.
79,2020-09-26,Proclamamos a nuestro Binomio Lucho Arce y David Choquehuanca en Chuquisaca. ✊🏽,
80,2020-09-26,Nuestro candidato Lucho Arce en Sucre✊🏽,
81,2020-09-26,"🎶Y seremos muchos MAS ✊🏽
Sucre proclama a nuestro Binomio Lucho y David con multitudinaria concentración.
#SomosChuquisaca
#SomosMillones
#SomosMAS",
82,2020-09-26,Estamos en Llallagua hermanxs ✊🏽,
83,2020-09-26,Proclamación de nuestro binomio Lucho Arce y David Choquehuanca en la ciudad de Llallagua. ✊🏽,
84,2020-09-27,"🎶Pueblo unido, nunca vencido ✊🏽
Emotiva proclamación en la hermosa ciudad de #Llallagua. Al ritmo de las qh'onqh'otas y las melodiosas voces de nuestras hermanas, nuestro Binomio se va revitalizado y continúa con mucha fuerza hasta la victoria de Octubre!",
85,2020-09-27,"🎶🎶🎶 Y ahora el Pueblo está en la calle, a cuidar y a defender. Esta Patria que ganamos, liberada debe ser🎶🎶🎶
Acompañamos a nuestro binomio con la letra ✊🏽
",
86,2020-09-27,Estamos en vivo con nuestro binomio en RTV Caracol desde la ciudad de Oruro.,We live with our binomial RTV Caracol from the city of Oruro.
87,2020-09-27,Continuamos en Vivo por RTV Caracol en la ciudad de Oruro.,Live on RTV continue Caracol in the city of Oruro.
88,2020-09-27,"Estamos en Oruro, acompañando a Lucho Arce y David Choquehuanca.
Ahora en Radio Pio XII","We are in Oruro, accompanying Lucho Arce and David Choquehuanca.
Radio Pio XII now"
89,2020-09-27,"El Gobierno de la Argentina rechazó las palabras vertidas por la presidenta transitoria de Bolivia, Jeanine Áñez, en la asamblea general de Naciones Unidas, respecto a una supuesta injerencia del país vecino en asuntos electorales bolivianos.","The Government of Argentina rejected the words expressed by the transitional president of Bolivia, Jeanine Áñez in the UN General Assembly, concerning an alleged interference by the neighboring country in electoral matters Bolivians."
90,2020-09-27,"Nuestro binomio en vivo, en La Patria Bolivia.
#Oruro","Our duo live in La Patria Bolivia.
#Oruro"
91,2020-09-27,Conferencia de Prensa de nuestro Binomio Lucho Arce y David Choquehuanca en Oruro. ✊🏽,
92,2020-09-27,Proclamación de nuestro Binomio Lucho Arce y David Choquehuancaen #Oruro ✊🏽,
93,2020-09-27,"🎶Oruro tierra de amor... ✊🏽
Espectacular marco de nuestras hermanas y hermanos orureños proclamando a nuestro binomio.
#SomosOruro
#SomosMAS
#VamosASalirAdelante
",
94,2020-09-27,"🎶¡Lucho! 🎶¡David!🎶
Retumban bombos en la capital del folklore ✊🏽
#SomosCultura 
#SomosMAS
#VamosASalirAdelante",
95,2020-09-27,"Nuestro binomio en Oruro, entrevista con Plus Television Oruro.","Our duo in Oruro, Oruro interview with Plus Television."
96,2020-09-27,"Estamos muy cerca 😎.

¡Hagamos historia! Este 18 de octubre vota 🗳por Comunidad Ciudadana.

#PrimeroLaGente",
97,2020-09-27,Conferencia de Prensa de nuestro Binomio Lucho Arce y David Choquehuanca en Oruro. ✊🏽,
98,2020-09-27,Proclamación de nuestro Binomio Lucho Arce y David Choquehuancaen #Oruro ✊🏽,
99,2020-09-27,"🎶Oruro tierra de amor... ✊🏽
Espectacular marco de nuestras hermanas y hermanos orureños proclamando a nuestro binomio.
#SomosOruro
#SomosMAS
#VamosASalirAdelante
",
100,2020-09-27,"🎶¡Lucho! 🎶¡David!🎶
Retumban bombos en la capital del folklore ✊🏽
#SomosCultura 
#SomosMAS
#VamosASalirAdelante",
101,2020-09-27,Huanuni recibe a nuestro Binomio Lucho Arce y David Choquehuanca ✊🏽,
102,2020-09-27,Nuestros hermanos Lucho Arce y David Choquehuanca entrando a la mina de Huanuni ✊🏽 ¡Épico momento!,
103,2020-09-27,Liberacióóón 🎶✊🏽,
104,2020-09-27,"🎶En las calles, en las plazas ✊🏽
#SomosMineros
#SomosObreros
#SomosMAS
",
105,2020-09-28,"#FelicidadEsLucho
Muchas felicidades hermano Lucho Arce. Te deseamos superávit de salud, metas cumplidas y que los resultados de tu gestión cuando seas presidente sean tan exitosos como lo será el proyecto de industrialización del litio. ¡Hasta la victoria! ✊🏽",
106,2020-09-28,"Nuestro candidato Lucho Arce es recibido con serenata por su cumpleaños en Tarija.
#FelicidadEsLucho","Our candidate Lucho Arce is received for her birthday serenade in Tarija.
#FelicidadEsLucho"
107,2020-09-28,Llenemos las redes hermanxs ✊🏽,
108,2020-09-28,"Conferencia de Prensa de nuestro Binomio Lucho Arce y David Choquehuanca desde Tarija ✊🏽
#COD
#SomosMAS
#VamosASalirAdelante",
109,2020-09-28,Nuestro candidato Lucho Arce dialogando con nuestras hermanas warmis ✊🏽,
110,2020-09-28,"Gran Caravana en la Andalucía boliviana ✊🏽
Nuestro binomio Lucho Arce y David Choquehuanca participa del recorrido. 
#SomosTarija
#SomosMAS
#VamosASalirAdelante",
111,2020-09-28,"En vivo desde la chula tierra de Tarija ✊🏽
#SomosTarija
#SomosMAS
#VamosASalirAdelante",
112,2020-09-28,"Dos informes de reconocidos centros de estudios internacionales demuestran que desde la llegada de Jeanine Áñez al gobierno, y por la falta de implementación de políticas públicas responsables durante la pandemia, la pobreza ha crecido notablemente en Bolivia.","Two reports from recognized centers of international studies show that since the arrival of Jeanine Áñez to the government, and the lack of implementation of responsible public policies during the pandemic, poverty has grown significantly in Bolivia."
113,2020-09-28,"""Somos nosotros los que vendemos, los que construimos hermosas casas, edificaciones. Somos los maestros, somos nosotros los trabajadores, somos MAS hermanas, hermanos""
David Choquehuanca","""We are the ones we sell, which we build beautiful homes, buildings. We are teachers, we are the workers, the more we are sisters, brothers""
David Choquehuanca"
114,2020-09-29,"Estamos en TikTok hermanos y hermanas ✊🏽😎 #SoyDelMAS 
📲 https://vm.tiktok.com/ZSuU85sA/",
115,2020-09-29,Gran Caravana acompañando a nuestro binomio en Villamontes ✊🏽,
116,2020-09-29,Estamos en vivo desde el Gran Chaco boliviano ✊🏽💙,
117,2020-09-29,Gran Proclamación de nuestro binomio Lucho Arce y David Choquehuanca ✊🏽,
118,2020-09-29,"🎶Se acaba la noche oscura, porque el sol alumbra MAS✊🏽
#Ahora síguenos también en TikTok: 📲 https://vm.tiktok.com/ZSuU85sA/",
119,2020-09-29,"#MAS propuestas hermanxs ✊🏽
#VamosASalirAdelante",
120,2020-09-29,Presentamos una nueva propuesta respecto a nuestra política de Hidrocarburos.,We present a new proposal regarding our policy Hydrocarbons.
121,2020-09-29,Yacuiba proclama a nuestro Binomio Lucho Arce y David Choquehuanca ✊🏽,
122,2020-09-29,"Yacuiba expresa su respaldo ✊🏽
#SomosElChaco
#SomosMAS
#VamosASalirAdelante",
123,2020-09-30,"La Defensoría del Pueblo de Bolivia presentó ante el Tribunal Supremo Electoral (TSE) un plan para proteger la vida e integridad física de las y los votantes, en el marco de las elecciones presidenciales que se realizarán el próximo 18 de octubre y que significarán la vuelta de un gobierno elegido por el voto popular.","The Defense of the People of Bolivia presented to the Supreme Electoral Tribunal (TSE) a plan to protect the life and physical integrity and voters, in the context of the presidential elections on October 18 will be held and that will mean the return a government elected by popular vote."
124,2020-09-30,"El candidato presidencial del Movimiento Al Socialismo, Lucho Arce, afirmó que el impuesto a las grandes fortunas planteado en su programa de gobierno será a las personas que tengan un patrimonio personal entre 5 y 10 millones de dólares y no a las empresas o fábricas que tienen un capital establecido.","The presidential candidate of the Movement to Socialism, Lucho Arce, said the tax on large fortunes raised in his government program will be to people who have a personal net worth between 5 and 10 million and no companies or factories that have established capital."
125,2020-09-30,"Y tú ¿de qué estilo eres MAS, del de Lucho o David?
#SomosChacarera
#SomosNuestrasDanzas 
#SomosMAS 
Síguenos también en TikTok 😎✊🏽📲 https://vm.tiktok.com/ZSuU85sA/",
126,2020-09-30,"El candidato a la presidencia por el MAS-IPSP, Lucho Arce, anunció que retomará la implementación del programa de atención integral en oncología para la lucha contra el cáncer que abarcará el diagnóstico, prevención precoz y tratamiento; además de la implementación de la inmunoterapia tal como se realiza en Brasil.","The presidential candidate for MAS-IPSP, Lucho Arce, announced it would resume the implementation of the program of comprehensive care in oncology for the fight against cancer which will cover diagnosis, early prevention and treatment; besides the implementation of immunotherapy as is done in Brazil."
127,2020-09-30,Gran respaldo en Barcelona✊🏽,
128,2020-10-01,Continuamos sumando MAS respaldo ✊🏽,
129,2020-10-01,"En la noche del 27 de septiembre, Lucho Arce estuvo en Bolivisión presentando los lineamientos de su propuesta de gobierno que, según dijo, está sustentada en tres pilares: reconstrucción económica, salud y educación.","On the night of September 27, Lucho Arce was in Bolivisión presenting the guidelines of the government proposal which, he said, is based on three pillars: economic reconstruction, health and education."
130,2020-10-01,En la Universidad Mayor de San Simón con su pueblo ✊🏽,
131,2020-10-01,Continuamos desde la Univerdad Mayor de San Simón ✊🏽,
132,2020-10-01,"Estamos en Vivo desde Cochabamba ✊🏽
#SomosZonaSur
#SomosCochabamba
#SomosMAS",
133,2020-10-01,Nuestro candidato Lucho Arce ✊🏽,
134,2020-10-01,"🎶El domingo, en octubre ✊🏽
Contundente concentración en respaldo al Movimiento Al Socialismo en la Zona Sur de Cochabamba, de cara a las elecciones del próximo 18 de octubre. #SomosMAS
#VamosARecuperarLaDemocracia",
135,2020-10-01,"¡Ya llegamos a 50K! ✊🏽
Cada día #SomosMAS",
136,2020-10-01,"Junto con todos nuestros profesionales vamos a construir la #Bolivia que merecemos.
#VamosASalirAdelante","Along with all our professionals we will build the #Bolivia we deserve.
#We will move forward"
137,2020-10-01,"🎶Paceñita flor hermosa, pedacito de mi corazón ✊🏽
Gran concentración en la Plaza San Francisco en respaldo al Instrumento Político por la Soberanía de los Pueblos.
#SomosMAS
#VamosARecuperarLaDemocracia",
138,2020-10-02,"El presidente de la Confederación Universitaria Boliviana, Max Mendoza, denunció la grave situación que atraviesan las universidades públicas. “Desde abril venimos advirtiendo, algunos pensaban que era alarmismo, pero de acuerdo a cómo se venía ejecutando el presupuesto, las proyecciones de las once universidades nos mostraban que íbamos a llegar a septiembre con números rojos”, dijo.","The president of the Bolivian University Confederation, Max Mendoza, denounced the serious situation facing public universities. ""Since April we have been warning, some thought it was scaremongering, but according to how they came running budget projections eleven universities showed us that we would arrive in September with red,"" he said."
139,2020-10-02,"Nuestros candidatos Lucho Arce y David Choquehuanca acompañan Gran caminata en Morochata ✊🏽
",
