,created_at,original,translated
14,23/9/2020,"Para ganarle al #coronavirus necesitamos más personal médico, equipamiento y pruebas gratuitas. #PrimeroLaGente","To beat the #coronavirus need more medical staff, equipment and free trials. #PrimeroLaGente"
15,23/9/2020,"Tenemos un plan para salvar y crear nuevos empleos:
1) Apoyo directo a sectores productivos
2) Créditos accesibles a las microempresas
3) En los empleos públicos vamos a valorar el mérito y no el color político. #PrimeroLaGente","We have a plan to save and create new jobs:
1) direct support to productive sectors
2) accessible to micro credits
3) In public jobs we will assess the merit and not political color. #PrimeroLaGente"
16,24/9/2020,"El espíritu cruceño sigue creativo, positivo, con la sonrisa puesta y con la decisión de transformar #Bolivia. ¡Felicidades #SantaCruz! ustedes son referente fundamental del país y el espacio cosmopolita que une a todas y todos los bolivianos.","The Santa Cruz spirit is creative, positive, with a smile on and the decision to transform #Bolivia. Congratulations #SantaCruz! you are fundamental reference of the country and cosmopolitan space that unites all and all Bolivians."
17,24/9/2020,"Verificado
¡Felicidades #Pando! Mi compromiso con ustedes es el de un futuro mejor, mucho mucho mejor.","verified
Congratulations #Pando! My commitment to you is to a better future, much much better."
18,24/9/2020,Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente,After beating the pandemic will start the free cancer treatment. #PrimeroLaGente
19,27/9/2020,"Rueda de Prensa

#RuedaDePrensa| El MAS está abriendo el paraguas para la derrota que van a sufrir porque Comunidad Ciudadana los derrotará en las urnas.
#PrimeroLaGente","Press conference

#RuedaDePrensa | MAS is opening the umbrella for the defeat will suffer because Community Citizen's defeat at the polls.
#PrimeroLaGente"
20,27/9/2020,"¡No se pueden perder la entrevista de hoy! Los esperamos a las 8pm por 👉 @redunodebolivia

#MesaYPedraza #PrimeroLaGente",
21,28/9/2020,"Verificado
Me siento muy orgulloso de mi compañero @gustavopedrazamerida, #Santa Cruz tendrá a un vicepresidente con credenciales excepcionales en el próximo gobierno.

Pedimos tu voto para derrotar al MAS en las urnas. ¡Hagamos historia! #MesaYPedraza #PrimeroLaGente","verified
I am very proud of my @gustavopedrazamerida partner, #Santa Cruz will have a vice president with exceptional credentials in the next government.

We ask your vote for the MAS defeat at the polls. Let's make history! #MesaYPedraza #PrimeroLaGente"
22,28/9/2020,"#UnoDecide

#EntrevistaRedUno| @gustavopedrazamerida y yo queremos ser presidente y vicepresidente porque tenemos el conocimiento exacto de cuáles son los tres grandes problemas de #Bolivia: una crisis de salud, desempleo y corrupción.
#PrimeroLaGente","#UnoDecide

#EntrevistaRedUno | @gustavopedrazamerida and I want to be president and vice president because we have accurate knowledge of what are the three major problems #Bolivia: a health crisis, unemployment and corruption.
#PrimeroLaGente"
23,28/9/2020,"#UnoDecide

¿Santa Cruz?
-El corazón de #Bolivia
¿Always Ready?
-El equipo del alma.

#PrimeroLaGente","#UnoDecide

Santa Cruz?
-The heart of #Bolivia
¿Always Ready?
-The team soul.

#PrimeroLaGente"
24,28/9/2020,"En Cochabamba, #PrimeroLaGente.","In Cochabamba, #PrimeroLaGente."
25,29/9/2020,"#UnoDecide

#EntrevistaRedUno

Evo Morales debe ser juzgado y condenado por el delito de fraude electoral. Soy el único candidato que ha presentado un juicio en su contra.

#PrimeroLaGente","#UnoDecide

#EntrevistaRedUno

Evo Morales should be tried and convicted for the crime of electoral fraud. I am the only candidate who has filed a lawsuit against him.

#PrimeroLaGente"
26,29/9/2020,"Verificado
¡Con todo el corazón! ¡Vamos Bolivia! ¡Hagamos historia este 18 de octubre!
#PrimeroLaGente
","verified
With all my heart! Bolivia Come on! Let's make history this October 18!
#PrimeroLaGente"
27,30/9/2020,"Quino

Se nos ha ido Quino, que iluminó con lucidez nuestra adolescencia con su inmortal Mafalda, que desde el humor puso en evidencia la injusticia y la inequidad. Mi respeto y admiración al creador 👉

https://www.bibliotecavirtualcarlosdmesa.com/videography/video/34",
28,30/9/2020,"Verificado
En aquella entrevista me regaló un pedacito de su amada #Mafalda","verified
In this interview he gave me a bit of his beloved #Mafalda"
29,30/9/2020,"Estamos muy cerca 😎.

¡Hagamos historia! Este 18 de octubre vota 🗳por Comunidad Ciudadana.

#PrimeroLaGente",
30,2020-10-02,Una vez que la vacuna del coronavirus esté lista llegará primero a los más necesitados. #PrimeroLaGente,Once the coronavirus vaccine is ready first will reach the most needy. #PrimeroLaGente
31,2020-10-02,"Pido tu voto para terminar con el fraude y la corrupción, porque la gente está primero.
#PrimeroLaGente","I ask for your vote to end fraud and corruption, because people are first.
#PrimeroLaGente"
32,2020-10-02,"Confío en el corazón de #SantaCruz, unidos le pondremos un alto al fraude y la corrupción.
","I trust in the heart of #SantaCruz, together we can put a stop to fraud and corruption."
33,2020-10-02,El naranja va bien 👍,
34,2020-10-03,"Llegó la hora ⏰!

Vamos a demostrar por qué somos la mejor opción para construir una #Bolivia mucho mucho mejor.
Los espero a las 19:30 horas por 👉 https://www.facebook.com/fam.org.bo/",
35,2020-10-03,¡Listos! 💪🤓,
36,2020-10-04,😎 Este video sí tiene audio.,
37,2020-10-04,Eternamente agradecido por sus muestras de apoyo y cariño. ¡Hasta la victoria #Bolivia!,Eternally grateful for their expressions of support and affection. Until #Bolivia victory!
38,2020-10-05,"En Comunidad Ciudadana tenemos un plan para salvar y crear empleos:
👉Apoyo directo a los sectores productivos
👉Créditos accesibles a microempresas
👉En los empleos públicos se valorará el mérito y no el carnet político.
#PrimeroLaGente",
39,2020-10-05,"El 18 de octubre tenemos que elegir entre dos caminos; más despilfarro y corrupción o un gobierno abierto que ponga primero a la gente.

Pido tu voto🙋🏻‍♂️ para construir unidos una Bolivia mejor, mucho mucho mejor. #PrimeroLaGente",
40,2020-10-07,"Este 18 de octubre pido tu voto 🗳 para terminar con el fraude y la corrupción, construyamos juntos una Bolivia mejor👍.

#PrimeroLaGente
",
41,2020-10-07,"Este 18 de octubre pido tu voto 🗳 para terminar con el fraude y la corrupción, construyamos juntos una Bolivia mejor👍.

#PrimeroLaGente
",
42,2020-10-07,"Si ellos ganan, Evo vuelve. Es hora de un cambio, la evidencia muestra que solo hay un candidato capaz de detenerlos. Pido tu voto para terminar con la crisis de salud, la económica y con la corrupción.
Porque la gente está primero #PrimeroLaGente","If they win, Evo returns. It's time for a change, the evidence shows that there is only one candidate able to stop them. I ask for your vote to end the health crisis, economic and corruption.
Because people are first #PrimeroLaGente"
43,2020-10-08,"No hay posibilidad de acercamiento con el MAS porque ellos no creen en la democracia.
Repito #NeverInTheLife","There is no possibility of rapprochement with the MAS because they do not believe in democracy.
repeat #NeverInTheLife"
44,2020-10-08,"Andan muy nerviosos porque les vamos a ganar en primera vuelta.

Este 18 de octubre 🗳 vamos a hacer historia: derrotaremos al MAS en las urnas y construiremos una #Bolivia mejor, mucho mucho mejor.

#PrimeroLaGente
",
45,2020-10-08,10 días 💪🤓,
46,2020-10-09,"Ayúdame a detener al fraude y la corrupción, construyamos juntos una Bolivia mejor, porque la gente está primero.
#PrimeroLaGente","Help me to stop fraud and corruption, together build a better Bolivia, because people are first.
#PrimeroLaGente"
47,2020-10-09,"Faltan 9 días para derrotar al fraude y la corrupción.
¡Unidos #Bolivia!
#PrimeroLaGente","Missing 9 days to defeat fraud and corruption.
United we #Bolivia!
#PrimeroLaGente"
48,2020-10-10,"Una vez que le ganemos a la pandemia, pondremos en marcha el tratamiento gratuito contra el cáncer.
#PrimeroLaGente","Once we beat the pandemic, we will launch free cancer treatment.
#PrimeroLaGente"
49,2020-10-10,"Faltan 8 días. #PrimeroLaGente
",8 days left. #PrimeroLaGente
50,2020-10-11,"El MAS #neverinthelife, construyamos juntos una Bolivia mejor.","MAS #neverinthelife, let us build together a better Bolivia."
51,2020-10-11,7 días. #Bolivia,7 days. #Bolivia
52,2020-10-11,"Este 18 de octubre tenemos una cita con la historia, con nuestro voto 🗳 podemos terminar con el fraude y la corrupción.

Pido tu confianza para encabezar un gobierno que ponga primero a la gente.

¡Vota por Comunidad Ciudadana!

#PrimeroLaGente",
53,2020-10-12,"Detengamos al fraude y a la corrupción, por amor a #Bolivia vota este 18 de octubre. ¡Vamos por el triunfo en primera vuelta!",Let us stop to fraud and corruption for the sake of #Bolivia vote on October 18th. Come for the win in the first round!
54,2020-10-12,"Estamos a 6 días... ¡vamos #Bolivia!
#PrimeroLaGente","We are 6 days ... we #Bolivia!
#PrimeroLaGente"
55,2020-10-12,"¡Hagamos historia! 🙌
Acompáñame en vivo al gran cierre de campaña desde #SantaCruz, te espero a las 18:30 horas por mi página de Facebook.",
56,2020-10-13,"Faltan 5 días para hacer historia... ¡vamos por la victoria en primera vuelta!

#PrimeroLaGente","5 days to make history ... Come for victory in the first round!

#PrimeroLaGente"
57,2020-10-13,¡Vamos #Bolivia!,#Bolivia Come on!
58,2020-10-14,Este 18 de octubre tienes que salir a votar con la convicción en el corazón. ¡Nos estamos jugando el futuro de #Bolivia! Unidos vamos a cerrarle las puertas al fraude y a la corrupción.,This October 18 you have to go to vote with conviction in his heart. We're playing the future of #Bolivia! States will close the doors to fraud and corruption.
59,2020-10-14,¿Vas a estar ausente el día en que nos juguemos el futuro el 18 de octubre? ¡Por supuesto que no! Vamos a estar presentes todas y todos los bolivianos para construir juntos una #Bolivia mucho mejor.,Will you be absent the day we juguemos the future on October 18? Of course not! Let each and all Bolivians to build together a better #Bolivia be present.
60,2020-10-14,Tenemos que ir a votar con convicción en el corazón porque nos estamos jugando el futuro de #Bolivia. ¡Vota 🗳con toda la esperanza! ¡Este 18 de octubre tenemos una cita con la historia!,
61,2020-10-14,"#EnVivo con Carlos Valverde

https://www.facebook.com/carlos.valverdebravo/videos/390012745707218/","#EnVivo with Carlos Valverde

https://www.facebook.com/carlos.valverdebravo/videos/390012745707218/"
62,2020-10-14,"😃Faltan 4 días para derrotarlos en las urnas y para dar inicio a la transformación de Bolivia.

#PrimeroLaGente",
63,2020-10-14,"Cierre Santa Cruz

Quiero constuir una #Bolivia mejor donde primero estén ustedes, la gente; la gente que construye, trabaja y quiere un futuro mejor.
¡Gracias por la confianza, no voy a defraudarlos! #PrimeroLaGente","Close Santa Cruz

I construction of an #Bolivia better where you are first, people; people who build, work and wants a better future.
Thank you for the trust, I will not disappoint! #PrimeroLaGente"
64,2020-10-14,¡No faltes! #Bolivia,Do not Miss It! #Bolivia
