,created_at,original,translated
25,22/9/2020,"Una vez que la vacuna del coronavirus esté lista nos encargaremos de que llegue primero a los más necesitados. 
#PrimeroLaGente",
26,22/9/2020,"Nosotros pondremos a la gente primero y no toleraremos la corrupción, por eso: 1) haremos público cada boliviano gastado en la lucha contra el coronavirus y 2) pondremos cámaras anticorrupción. #PrimeroLaGente","We will put people first and will not tolerate corruption, so: 1) we each spent Bolivian public in the fight against coronavirus and 2) will anticorruption cameras. #PrimeroLaGente"
27,23/9/2020,"Los espero mañana por👇
⏰07:10 - Programa: RTP Informa 
http://www.rtpbolivia.com.bo/en-vivo/
⏰19:00 - Revista Energía Bolivia
https://www.facebook.com/EnergiaBolivia/",
28,23/9/2020,"#EnVivo por ""RTP Informa""","#EnVivo by ""RTP Informa"""
29,23/9/2020,"Para ganarle al #coronavirus necesitamos más personal médico, equipamiento y pruebas gratuitas. #PrimeroLaGente",
30,23/9/2020,"#EnVivo en ""Energia Bolivia""",
31,24/9/2020,"Tenemos un plan para salvar y crear nuevos empleos: 
1) Apoyo directo a sectores productivos 
2) Créditos accesibles a las microempresas 
3) En los empleos públicos vamos a valorar el mérito y no el color político. #PrimeroLaGente
","We have a plan to save and create new jobs:
1) direct support to productive sectors
2) accessible to micro credits
3) In public jobs we will assess the merit and not political color. #PrimeroLaGente"
32,24/9/2020,"Los espero mañana por 👇
⏰07:30 - Bolivisión
http://www.redbolivision.tv.bo/envivo
⏰10:00 - Radio Doble 8
https://www.facebook.com/contactobolivia/
⏰18:30 - El Deber
https://m.facebook.com/GrupoELDEBER/",
33,24/9/2020,"#EnVivo Por ""Bolivisión - La Revista al Día""","#EnVivo By ""Bolivisión - the magazine Day"""
34,24/9/2020,"El espíritu cruceño sigue creativo, positivo, con la sonrisa puesta y con la decisión de transformar Bolivia. ¡Felicidades Santa Cruz! ustedes son referente fundamental del país y el espacio cosmopolita que une a todas y todos los bolivianos.","The Santa Cruz spirit is creative, positive, with a smile on and the decision to transform Bolivia. Santa Cruz Congratulations! you are fundamental reference of the country and cosmopolitan space that unites all and all Bolivians."
35,24/9/2020,"¡Felicidades Pando! Mi compromiso con ustedes es el de un futuro mejor, mucho mucho mejor.","Congratulations Pando! My commitment to you is to a better future, much much better."
36,24/9/2020,"#ENVIVO por ""Contacto Bolivia""","#ENVIVO by ""Contact Bolivia"""
37,24/9/2020,¡Viva Santa Cruz!,Viva Santa Cruz!
38,24/9/2020,"#EnVivo en ""El Deber Streaming""","#EnVivo in ""El Deber Streaming"""
39,24/9/2020,Después de ganarle a la pandemia pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente,After beating the pandemic will start the free cancer treatment. #PrimeroLaGente
40,24/9/2020,"Mañana los espero en las siguientes entrevistas👇
⏰07:30 - Abya Yala TV
https://www.facebook.com/AbyaYalaTv/
⏰10:00 - Radio Pío XII 
https://www.facebook.com/Pio12Cbba/",
41,25/9/2020,"#EnVivo en ""Abya Yala - Despierta pais""
","#EnVivo in ""Abya Yala - Wake pais"""
42,25/9/2020,#EnVivo,
43,25/9/2020,"En Comunidad Ciudadana tenemos un plan  de 4 puntos contra la pandemia: 
✅ Más personal médico 
✅ Equipamiento 
✅ Pruebas gratuitas 
✅ Cuando la vacuna esté lista nos encargaremos de que llegue primero a los más necesitados. 
Además, pondremos en marcha el tratamiento gratuito contra el cáncer. #PrimeroLaGente",
44,25/9/2020,Vamos por un gobierno que ponga primero a la gente. #PrimeroLaGente,
45,26/9/2020,"Hoy tenemos una cita por👇
⏰09:00 - El Deber Radio
https://www.facebook.com/eldeberradio/
⏰10:30 - Radio Marítima
https://www.facebook.com/maggytalavera/
⏰21:00 - UPEA TV
https://m.facebook.com/UpeaTelevision25/",
46,26/9/2020,"#EnVivo por ""El Deber Radio""","#EnVivo for ""Duty Radio"""
47,26/9/2020,"#EnVivo por ""Radio Marítima - Periodismo sin Photoshop""","#EnVivo by ""Radio Maritime - Journalism without Photoshop"""
48,26/9/2020,"#RuedaDePrensa| El MAS está abriendo el paraguas para la derrota que van a sufrir porque Comunidad Ciudadana le ganará en las urnas. 
#PrimeroLaGente","#RuedaDePrensa | MAS is opening the umbrella for the defeat will suffer because Community Citizen will win at the polls.
#PrimeroLaGente"
49,27/9/2020,"Bolivia nos necesita unidos contra el fraude y la corrupción, estamos muy cerca👍. #PrimeroLaGente",
50,27/9/2020,"¡No se pueden perder la entrevista de hoy! Los esperamos a las 8pm por 👉 https://m.facebook.com/RedUnotv/
#MesaYPedraza -#PrimeroLaGente",
51,2020-09-27,#EnVivo #MesaYPedraza #PrimeroLaGente,#EnVivo #MesaYPedraza #PrimeroLaGente
52,2020-09-27,"Me siento muy orgulloso de mi compañero Gustavo Pedraza, Santa Cruz tendrá a un vicepresidente con credenciales excepcionales en el próximo gobierno.
Pedimos tu voto para derrotar al MAS en las urnas. ¡Hagamos historia! #MesaYPedraza #PrimeroLaGente","I am very proud of my teammate Gustavo Pedraza, Santa Cruz will have a vice president with exceptional credentials in the next government.
We ask your vote for the MAS defeat at the polls. Let's make history! #MesaYPedraza #PrimeroLaGente"
53,2020-09-28,"A las 10 am tenemos conferencia de prensa, por esta página estaremos transmitiendo. ¡Acompáñame!",At 10 am we press conference for this page we will be transmitted. Accompany me!
54,2020-09-28,"#EntrevistaRedUno| Gustavo Pedraza y yo queremos ser presidente y vicepresidente porque tenemos el conocimiento exacto de cuáles son los tres grandes problemas de #Bolivia: una crisis de salud, desempleo y corrupción. 
#PrimeroLaGente",
55,2020-09-28,#EnVivo Conferencia de prensa desde Cochabamba.,
56,2020-09-28,"¿Santa Cruz? 
-El corazón de Bolivia 
¿Always Ready? 
-El equipo del alma. 
#PrimeroLaGente","Santa Cruz?
-The heart of Bolivia
¿Always Ready?
-The team soul.
#PrimeroLaGente"
57,2020-09-28,Siempre es un gusto saludar a la gente linda de #Cochabamba,Always a pleasure to greet the beautiful people of #Cochabamba
58,2020-09-28,#EnVivo,#EnVivo
59,2020-09-29,"¡Con todo el corazón! ¡Vamos Bolivia! ¡Hagamos historia este 18 de octubre!
#PrimeroLaGente","With all my heart! Bolivia Come on! Let's make history this October 18!
#PrimeroLaGente"
60,2020-09-29,Conversando con jóvenes desempleados,
61,2020-09-30,"Se nos ha ido Quino, que iluminó con lucidez nuestra adolescencia con su inmortal Mafalda, que desde el humor puso en evidencia la injusticia y la inequidad. Mi respeto y admiración al creador 
👉https://www.bibliotecavirtualcarlosdmesa.com/vid.../video/34",
62,2020-09-30,"En aquella entrevista, Quino me regaló un pedacito de su amada Mafalda🙏. Se los comparto.",
63,2020-09-30,"Estamos muy cerca 😎.  
¡Hagamos historia! Este 18 de octubre vota 🗳por Comunidad Ciudadana.  
#PrimeroLaGente",
64,2020-09-30,"Mañana tenemos una cita por👇
⏰ 10:00 - Radio ERBOL 
https://www.facebook.com/RadioErbol100.9FM/ 
⏰ 11:00 - El País (Tarija) 
https://www.facebook.com/diarioelpais.tarija.7/",
65,2020-10-01,"¡Hablemos de propuestas! #PrimeroLaGente 
Tenemos un plan de 4 puntos para vencer a la pandemia 😷 👇, además pondremos en marcha el tratamiento gratuito contra el cáncer.",
66,2020-10-01,Una vez que la vacuna del coronavirus esté lista llagará primero a los más necesitados. #PrimeroLaGente,Once the coronavirus vaccine is ready first llagará the needy. #PrimeroLaGente
67,2020-10-02,"Pido tu voto para terminar con el fraude y la corrupción, porque la gente está primero.
 #PrimeroLaGente","I ask for your vote to end fraud and corruption, because people are first.
 #PrimeroLaGente"
68,2020-10-02,"Denuncio la agresión de grupos violentos del MAS, que atacaron a nuestros militantes en Villa Pagador, Cochabamba, resultando víctimas Flora Córdoba, Mariel Galindo, Nora Flores y Jhonny Cusipuma, este último está siendo operado ahora.",
69,2020-10-02,Conferencia de prensa en Santa Cruz.,Press Conference in Santa Cruz.
70,2020-10-02,Santa Cruz con Carlos Mesa.,Santa Cruz with Carlos Mesa.
71,2020-10-02,"Confío en el corazón de Santa Cruz, unidos le pondremos un alto al fraude y la corrupción. ¡Volvamos a hacer historia!
#PrimeroLaGente","I trust in the heart of Santa Cruz, together we will put a stop to fraud and corruption. Let us return to make history!
#PrimeroLaGente"
72,2020-10-02,El naranja va bien 👍 😎 #PrimeroLaGente,
73,2020-10-02,"#EnVivo
",
74,2020-10-03,"¡Llegó la hora ⏰! 
Vamos a demostrar por qué somos la mejor opción para construir una Bolivia mucho mucho mejor. 
Los espero a las 19:30 horas por 👉 https://www.facebook.com/fam.org.bo/",
75,2020-10-03,¡Listos! #MesaPresidente,
76,2020-10-03,#EnVivo  - Debate Presidencial,
77,2020-10-03,"No, no voy a renunciar. Mi compromiso es construir un gobierno que recupere y cree nuevos empleos, que termine con la corrupción y que asegure servicios de salud de calidad. 
#MesaPresidente #MesaGanaDebate","No, I will not resign. My commitment is to build a government to recover and create new jobs, to end corruption and ensure quality health services.
#MesaPresidente #MesaGanaDebate"
78,2020-10-03,"¡Este video sí tiene audio!
NO más museos para la gloria de una persona, vamos por un sistema de salud digno. 
#MesaGanaDebate #MesaPresidente","This video does have audio!
NO more museums for the glory of a person going for a health system worthy.
#MesaGanaDebate #MesaPresidente"
79,2020-10-03,"Mientras Luis Arce tiene que responder por casos graves como el #fondoindígena, nosotros proponemos cero tolerancia a la corrupción. 
En nuestro gobierno vamos a transparentar todos los gastos. 
#MesaPresidente #MesaGanaDebate",
80,2020-10-03,"El próximo 18 de octubre decidirás tu voto y solo hay dos opciones: MÁS fraude y corrupción; o una candidatura con propuestas claras como las de Comunidad Ciudadana que pondrá #PrimeroALaGente.
Pido tu voto para construir una Bolivia mejor, mucho mejor.
#MesaPresidente #MesaGanaDebate","The October 18 vote and decide your only two options: MORE fraud and corruption; or a candidate with clear proposals as Community citizen who will #PrimeroALaGente.
I ask for your vote to build a better Bolivia, much better.
#MesaPresidente #MesaGanaDebate"
81,2020-10-03,Mi solidaridad con las familias de Trinidad por los graves efectos climáticos que dejaron mas de 30 heridos y gran destrucción. Estamos con ustedes en este momento y siempre.,My solidarity with the families of Trinidad by severe climatic effects that left more than 30 wounded and massive destruction. We are with you now and always.
82,2020-10-04,Exigimos a Luis Arce y Evo Morales que detengan la violencia contra la militancia de CC y respeten las reglas de la democracia. Las autoridades y la policía deben garantizar el ejercicio de los derechos políticos de cualquier organización que participa en esta campaña.,We demand Evo Morales Luis Arce and to stop violence against militancy CC and respect the rules of democracy. Authorities and police must guarantee the exercise of political rights of any organization involved in this campaign.
83,2020-10-04,#EnVivo - Debate Presidencial,#EnVivo - Presidential Debate
84,2020-10-05,En unos minutos más vamos a conferencia de prensa. Síguela en vivo. #PrimeroLaGente,
85,2020-10-05,#EnVivo - Conferencia de prensa,#EnVivo - Press Conference
86,2020-10-05,"En Comunidad Ciudadana tenemos un plan para salvar y crear empleos:
👉Apoyo directo a los sectores productivos
👉Créditos accesibles a microempresas 
👉En los empleos públicos se valorará el mérito y no el carnet político. 
#PrimeroLaGente",
87,2020-10-06,"El 18 de octubre tenemos que elegir entre dos caminos; más despilfarro y corrupción o un  gobierno abierto que ponga primero a la gente. Pido tu voto🙋🏻‍♂️ para construir unidos una Bolivia mejor, mucho mucho mejor. #PrimeroLaGente",
88,2020-10-06,"Señor Luis Fernando Camacho:
Como usted sabe, yo asistí a dos debates presidenciales, debidamente planificados, uno de los cuáles se realizó en Santa Cruz y el otro en La Paz, cumpliendo con mi vocación democrática.
Por esta razón, declino su invitación.","Mr. Luis Fernando Camacho:
As you know, I attended two presidential debates, properly planned, one of which was held in Santa Cruz and the other in La Paz, doing my democratic vocation.
For this reason, I decline your invitation."
89,2020-10-06,"Los espero en Noches Sin Tregua 👉
https://m.facebook.com/cadenaarednacional/",
90,2020-10-06,#EnVivo,#EnVivo
91,2020-10-07,"Este 18 de octubre pido tu voto 🗳 para terminar con el fraude y la corrupción, construyamos juntos una Bolivia mejor👍. 
#PrimeroLaGente",
92,2020-10-07,"Si ellos ganan, Evo vuelve. Es hora de un cambio, la evidencia muestra que solo hay un candidato capaz de detenerlos. Pido tu voto para terminar con la crisis de salud, la económica y con la corrupción. 
Porque la gente está primero #PrimeroLaGente","If they win, Evo returns. It's time for a change, the evidence shows that there is only one candidate able to stop them. I ask for your vote to end the health crisis, economic and corruption.
Because people are first #PrimeroLaGente"
93,2020-10-07,"Los espero a las 22:00 horas por 👉 https://www.facebook.com/RedUnotv/ 
#PrimeroLaGente",
94,2020-10-07,#EnVivo,#EnVivo
95,2020-10-08,"La desesperación por la derrota reactiva la guerra de mentiras y distorsiones. NO voy a hacer una alianza con el MAS ni con Morales que representan lo que vamos a desechar de Bolivia: corrupción, abuso y violencia; por eso le inicié un juicio para que pague por el fraude del 2019","Despair over the defeat reactive war of lies and distortions. I will not make an alliance with the MAS and Morales representing what we dispose of Bolivia: corruption, abuse and violence; So I started to pay trial for fraud 2019"
96,2020-10-08,"No hay posibilidad de acercamiento con el MAS porque ellos no creen en la democracia. 
Repito #NeverInTheLife","There is no possibility of rapprochement with the MAS because they do not believe in democracy.
repeat #NeverInTheLife"
97,2020-10-08,"Andan muy nerviosos porque les vamos a ganar en primera vuelta. 
Este 18 de octubre 🗳 vamos a hacer historia: derrotaremos al MAS en las urnas y construiremos una Bolivia mejor, mucho mucho mejor.
#PrimeroLaGente",
98,2020-10-08,"Para que la infame guerra sucia quede al descubierto. NO se dejen engañar, les vamos a GANAR. 
#PrimeroLaGente","To the infamous dirty war remains to bare. Do not be fooled, we're going to win.
#PrimeroLaGente"
99,2020-10-08,#EnVivo - Conferencia de Prensa desde Santa Cruz,
100,2020-10-08,"Falsear documentos sobre mi estado de salud es el colmo de la guerra sucia, vamos a proceder con la denuncia correspondiente. Están desesperados porque van a perder. 
¡Vamos por la victoria este 18 de octubre  🗳!",
101,2020-10-08,Faltan 10 días ¡Vamos Bolivia! #PrimeroLaGente,Missing 10 days Bolivia Come on! #PrimeroLaGente
102,2020-10-09,"La advertencia de Evo Morales a los medios, es una amenaza intolerable.  Si Arce gana las elecciones Evo vuelve al poder y con él, la violencia, la corrupción y los abusos.  Con tu voto, no lo vamos a permitir porque con Comunidad Ciudadana, Evo sólo vuelve para rendir cuentas",
103,2020-10-09,"Ayúdame a detener al fraude y la corrupción, construyamos juntos una Bolivia mejor, porque la gente está primero.  
#PrimeroLaGente","Help me to stop fraud and corruption, together build a better Bolivia, because people are first.
#PrimeroLaGente"
104,2020-10-09,"Faltan 9 días para derrotar al fraude y la corrupción.
¡Unidos Bolivia! 
#PrimeroLaGente","Missing 9 days to defeat fraud and corruption.
United we Bolivia!
#PrimeroLaGente"
105,2020-10-10,"Mi homenaje para quienes recuperaron la democracia en 1982. Hoy nos toca hacerlo de nuevo, debemos frenar al fraude y la corrupción. Hemos enfrentado al MAS por más de 14 años, es hora de derrotarlos en las urnas. ¡Viva Bolivia libre!","My tribute to those recovered democracy in 1982. Today we have to do it again, we must curb fraud and corruption. We have faced the MAS for over 14 years, it's time to defeat at the polls. Viva Bolivia free!"
106,2020-10-10,"El único pacto de impunidad es el de Arce con su jefe Evo Morales para evitar que se investiguen el fraude, la corrupción, el abuso de poder y las acusaciones que involucran a menores de edad. En nuestro gobierno los delitos de Evo Morales no quedarán sin castigo.","The only impunity pact is to Arce with his boss Evo Morales to prevent fraud, corruption, investigate the abuse of power and accusations involving minors. In our government Evo Morales crimes will not go unpunished."
107,2020-10-10,"Una vez que le ganemos a la pandemia, pondremos en marcha el tratamiento gratuito contra el cáncer.
#PrimeroLaGente","Once we beat the pandemic, we will launch free cancer treatment.
#PrimeroLaGente"
108,2020-10-10,#EnVivo,#EnVivo
109,2020-10-10,Faltan 8 días. #PrimeroLaGente,8 days left. #PrimeroLaGente
110,2020-10-11,"Mi compromiso con las mujeres bolivianas es sostener e impulsar la búsqueda de una sociedad como la que soñó Adela Zamudio; un país de justicia, donde la igualdad entre hombres y mujeres sea una realidad más allá de la retórica, las leyes incumplidas y la estadística forense. #DíaDeLaMujerBoliviana","My commitment is to support Bolivian women and encourage the search for a society like that dreamed Adela Zamudio; a country of justice, where equality between men and women is a reality beyond the rhetoric, broken laws and forensic statistics. # DíaDeLaMujerBoliviana"
111,2020-10-11,"¡Faltan siete días! ¡Vamos Bolivia, sí se puede! 
#PrimeroLaGente","Missing seven days! Come Bolivia, yes you can!
#PrimeroLaGente"
112,2020-10-12,"Este 18 de octubre tenemos una cita con la historia, con nuestro voto 🗳 podemos terminar con el fraude y la corrupción. 
Pido tu confianza para encabezar un gobierno que ponga primero a la gente. 
¡Vota por Comunidad Ciudadana! 
#PrimeroLaGente",
113,2020-10-12,"Detengamos al fraude y a la corrupción, por amor a Bolivia vota este 18 de octubre. ¡Vamos por el triunfo en primera vuelta! 
#PrimeroLaGente","Let us stop to fraud and corruption for the sake of Bolivia votes on October 18th. Come for the win in the first round!
#PrimeroLaGente"
114,2020-10-12,Felicito a la Policía Boliviana por la resolución del caso del secuestro de la niña Samantha. Compartimos la felicidad de la madre y hacemos votos para que no vuelvan a suceder acontecimientos tan lamentables que muestran la vulnerabidad de las niñas y niños en Bolivia.,I congratulate the Bolivian police in solving the case of the abduction of Samantha girl. We share the happiness of mother and we hope that will not happen again so unfortunate events that show the vulnerabidad of children in Bolivia.
115,2020-10-12,"Estamos a 6 días... ¡vamos Bolivia! 
#PrimeroLaGente","We are 6 days ... we Bolivia!
#PrimeroLaGente"
116,2020-10-12,#EnVivo,#EnVivo
117,2020-10-13,"¡Hagamos historia! 🙌
Acompáñame en vivo al gran cierre de campaña desde #SantaCruz, te espero a las 18:30 horas por esta página de Facebook.",
118,2020-10-13,"Faltan 5 días para hacer historia... ¡vamos por la victoria en primera vuelta! 
#PrimeroLaGente","5 days to make history ... Come for victory in the first round!
#PrimeroLaGente"
119,2020-10-13,"¿Están viendo el partido? 
Yo sí y estoy sufriendo y disfrutando al mismo tiempo. ¡Vamos Bolivia🙌!",
120,2020-10-13,"¡Santa Cruz está listo para el cierre de campaña! 
#PrimeroLaGente","Santa Cruz is ready for the season finale!
#PrimeroLaGente"
121,2020-10-13,"¿Listos? En unos minutos más estaremos en vivo. 
#PrimeroLaGente","Ready? In a few minutes we will live.
#PrimeroLaGente"
122,2020-10-13,"Comunidad Ciudadana tiene programa y visión de Estado para construir una Bolivia mejor, mucho mucho mejor. 
Pido tu voto 🗳 para hacerlo posible y para cerrarle la puerta al pasado. ¿Evo de nuevo? #NeverInTheLife",
123,2020-10-13,"Que Arce no se haga el distraído tiene mucho que explicar y que Evo no se haga ilusiones, si vuelve a Bolivia será para rendir cuentas por sus actos. 
¡Estamos a un paso de cerrar la faena! ¡Vamos con todo! 🙌",
124,2020-10-13,Tenemos que ir a votar con convicción en el corazón porque nos estamos jugando el futuro de #Bolivia. ¡Vota 🗳con toda la esperanza! ¡Este 18 de octubre tenemos una cita con la historia!,
125,2020-10-14,Los espero a las 11:00 horas en “Sin Compostura” por 👉 https://www.facebook.com/Maritima-FM-1009-1568350650085955/,
126,2020-10-14,#EnVivo,#EnVivo
127,2020-10-14,#EnVivo con Carlos Valverde,#EnVivo with Carlos Valverde
128,2020-10-14,#EnVivo,#EnVivo
129,2020-10-14,"😃Faltan 4 días para derrotarlos en las urnas y para dar inicio a la transformación de Bolivia. 
#PrimeroLaGente",
130,2020-10-14,"Quiero constuir una Bolivia mejor donde primero estén ustedes, la gente; la gente que construye, trabaja y quiere un futuro mejor. 
¡Gracias por la confianza, no voy a defraudarlos! #PrimeroLaGente","I want to build a better Bolivia where they are first you people; people who build, work and wants a better future.
Thank you for the trust, I will not disappoint! #PrimeroLaGente"
131,2020-10-14,Este domingo tenemos la cita más importante de nuestra historia reciente. ¡No faltes! ¡Vamos Bolivia!,This Sunday we have the most important event in our recent history. Do not miss! Bolivia Come on!
132,2020-10-14,#Envivo,#Envivo
