,created_at,original,translated
10,18/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para CONCLUSIONES con Fernando Del Rincón (Segunda Parte).
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in an interview for CONCLUSIONS with Fernando Del Rincón (Part Two).
#PrimeroLaGente #MesaPresidente"
11,20/9/2020,"Es hora de ponerle un alto al fraude y a la corrupción.
#PrimeroLaGente #BastaDeFraude","It's time to put a stop to fraud and corruption.
#PrimeroLaGente #BastaDeFraude"
12,20/9/2020,"Hoy a las 22:00, Carlos D. Mesa Gisbert estará en entrevista para ""Así Decidimos"" de UNITEL.
¡No te lo pierdas! 
#PrimeroLaGente #MesaPresidente","Today at 22:00, Carlos D. Mesa Gisbert will be in an interview for UNITEL's ""So We Decide"".
Don't miss it! 
#PrimeroLaGente #MesaPresidente"
13,20/9/2020,"#EnVivo Gustavo Pedraza Merida en entrevista para #CuarentenaPolítica - CONADE.
#PrimeroLaGente #MesaPresidente","#EnVivo Gustavo Pedraza Merida in interview with #CuarentenaPolítica - CONADE.
#PrimeroLaGente #MesaPresidente"
14,20/9/2020,"Es hora de un líder que luchará contra la triple crisis y rechazará el fraude.
#PrimeroLaGente #MesaPresidente","It's time for a leader who will fight the triple crisis and reject fraud.
#PrimeroLaGente #MesaPresidente"
15,20/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para ""Así Decidimos"" de UNITEL.
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in interview for UNITEL's ""So We Decide"".
#PrimeroLaGente #MesaPresidente"
16,21/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Cecilia Vargas Vásquez, Candidata a Senadora por La Paz.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Cecilia Vargas Vasquez, Candidate for Senator for La Paz.
#PrimeroLaGente #MesaPresidente"
17,21/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: César Virguetti, Candidato por la Circunscripción Uninominal N° 20 - Cochabamba.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: César Virguetti, Candidate for the Uninominal Circumscription No. 20 - Cochabamba.
#PrimeroLaGente #MesaPresidente"
18,21/9/2020,"Desde el INRA, el MAS instituyó, como prebenda electoral, un sistema extendido de tráfico de tierras para su militancia que fue otra forma del despilfarro con que Evo Morales y Luis Arce dispusieron de los recursos del Estado como de su billetera.
#BastaDeCorrupción #MesaPresidente
https://bit.ly/3mJFG5M","Since INRA, the MAS instituted, as an electoral prebenda, an extended system of land traffic for its militancy that was another form of waste with which Evo Morales and Luis Arce disposed of the state's resources as well as their wallet.
#BastaDeCorrupción #MesaPresidente
https://bit.ly/3mJFG5M"
19,21/9/2020,"Carlos D. Mesa Gisbert: ""Somos la mejor candidatura. Si no tenemos posibilidad de construcción de mayoría parlamentaria, lo haremos a través de alianzas, pero de que llegamos a presidencia con mayoría, lo haremos"".
#PrimeroLaGente #MesaPresidente 
https://bit.ly/2FQXYRR","Carlos D. Mesa Gisbert: ""We are the best candidacy. If we do not have the possibility of building a parliamentary majority, we will do so through alliances, but if we come to presidency with a majority, we will.""
#PrimeroLaGente #MesaPresidente 
https://bit.ly/2FQXYRR"
20,21/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: @Solimar Veizaga, Candidata a Diputada Plurinominal por Santa Cruz.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: @Solimar Veizaga, Candidate for Plurinominal Deputy by Santa Cruz.
#PrimeroLaGente #MesaPresidente"
21,21/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Orlando Valdez, Candidato a Diputado Plurinominal por Oruro.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Orlando Valdez, Candidate for Plurinominal Deputy for Oruro.
#PrimeroLaGente #MesaPresidente"
22,21/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Corina Ferreira Dominguez, Candidata a Senadora por Pando.
#PrimeroLaGente #MesaPresidente","People's candidates to build a better Bolivia: Corina Ferreira Dominguez, Candidate for Senator for Pando.
#PrimeroLaGente #MesaPresidente"
23,21/9/2020,"#EnVivo Gustavo Pedraza Merida en entrevista para el Colegio de Médicos Veterinarios de Santa Cruz.
#PrimeroLaGente #MesaPresidente","#EnVivo Gustavo Pedraza Merida in interview with the College of Veterinary Physicians of Santa Cruz.
#PrimeroLaGente #MesaPresidente"
24,21/9/2020,"Mañana, Carlos D. Mesa Gisbert estará en las siguientes entrevistas 👉🏼:
07:00 - RED UNO
Programa: El Mañanero
https://www.facebook.com/MananeroCbba/
https://www.reduno.com.bo/senal-en-vivo
07:30 - El Deber Radio 
Programa: A primera hora 
https://www.facebook.com/eldeberradio/
#PrimeroLaGente #MesaPresidente","Tomorrow, Carlos D. Mesa Gisbert will be in the following interviews 👉🏼:
07:00 - RED ONE
Program: El Mañanero
https://www.facebook.com/MananeroCbba/
https://www.reduno.com.bo/senal-en-vivo
07:30 - Duty Radio 
Program: First thing in the morning 
https://www.facebook.com/eldeberradio/
#PrimeroLaGente #MesaPresidente"
25,22/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para ""El Mañanero"" de Red UNO.
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in interview for Red UNO's ""El Mañanero"".
#PrimeroLaGente #MesaPresidente"
26,22/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para El Deber Radio.
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in an interview for El Deber Radio.
#PrimeroLaGente #MesaPresidente"
27,22/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Pedro Lagrava, Candidato a Senador por Potosí.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Pedro Lagrava, Candidate for Senator for Potosí.
#PrimeroLaGente #MesaPresidente"
28,22/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Cecilia Requena Zárate y Porfirio Menacho, candidatos a Senadores por La Paz.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Cecilia Requena Zárate and Porfirio Menacho, candidates for Senators for La Paz.
#PrimeroLaGente #MesaPresidente"
29,22/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Marco Antonio  Paniagua, Candidato a Representante Supraestatal por Santa Cruz.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Marco Antonio Paniagua, Candidate for Suprastatal Representative by Santa Cruz.
#PrimeroLaGente #MesaPresidente"
30,22/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Cecilia Moyoviri, Candidata a Senadora por Beni.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Cecilia Moyoviri, Candidate for Senator by Beni.
#PrimeroLaGente #MesaPresidente"
31,22/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Enrique Urquidi y Lucia Condori, Candidatos a Diputados Plurinominales por Oruro.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Enrique Urquidi and Lucia Condori, Candidates for Plurinomine deputies by Oruro.
#PrimeroLaGente #MesaPresidente"
32,22/9/2020,"Mañana Carlos D. Mesa Gisbert en entrevista por 👉🏼:
⏰07:10 - Programa: RTP Informa 
http://www.rtpbolivia.com.bo/en-vivo/
⏰19:00 - Revista Energía Bolivia
https://www.facebook.com/EnergiaBolivia/","Tomorrow Carlos D. Mesa Gisbert in interview with 👉🏼:
⏰07:10 - Program: RTP Reports 
http://www.rtpbolivia.com.bo/en-vivo/
⏰19:00 - Bolivia Energy Magazine
https://www.facebook.com/EnergiaBolivia/"
33,23/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para ""RTP Informa"". 
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in interview for ""RTP Informa"". 
#PrimeroLaGente #MesaPresidente"
34,23/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Lola Terrazas, Candidata a Senadora por Santa Cruz.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Lola Terrazas, Candidate for Senator by Santa Cruz.
#PrimeroLaGente #MesaPresidente"
35,23/9/2020,"En minutos, Gustavo Pedraza Merida en la Conferencia Virtual ""Bolivia Elige"".
Sigue la entrevista por 👉🏼:
https://www.facebook.com/108820287291605/live
#PrimeroLaGente #MesaPresidente","In minutes, Gustavo Pedraza Merida at the Virtual Conference ""Bolivia Chooses"".
Follow the interview for 👉🏼:
https://www.facebook.com/108820287291605/live
#PrimeroLaGente #MesaPresidente"
36,23/9/2020,"#EnVivo Gustavo Pedraza Merida participando de la Conferencia Virtual ""Bolivia Elige"".
#PrimeroLaGente #MesaPresidente","#EnVivo Gustavo Pedraza Merida participating in the Virtual Conference ""Bolivia Chooses"".
#PrimeroLaGente #MesaPresidente"
37,23/9/2020,"CC es el frente con mayor cumplimiento de la exigencia de la Ley del Órgano Electoral en paridad. En alternancia va más allá del mínimo requerido por la norma que señala que se debe tener 50-50% en la titularidad de candidatos a la Asamblea. En el Senado tenemos a 8 senadoras candidatas a titulares. De 63 circunscripciones, 34 son titulares mujeres y 29 varones. 
#PrimeroLaGente #MesaPresidente 
https://bit.ly/32TmRVy","CC is the front with the highest compliance with the requirement of the Electoral Body Act in parity. In alternation it goes beyond the minimum required by the rule that you must have 50-50% in the ownership of candidates for the Assembly. In the Senate, we have eight senators who are candidates for headlines. Of 63 constituency, 34 are female and 29 male holders. 
#PrimeroLaGente #MesaPresidente 
https://bit.ly/32TmRVy"
38,23/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: José Luis Campos, Candidato a Diputado por la Circunscripción Especial - La Paz.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: José Luis Campos, Candidate for Deputy for the Special Circumscription - La Paz.
#PrimeroLaGente #MesaPresidente"
39,23/9/2020,"Carlos D. Mesa Gisbert: “La lógica dice que Arce no tiene moral alguna quien representa a un partido que hizo el más brutal fraude electoral en contra el pueblo boliviano el año pasado, con el liderazgo de Evo Morales del cual era ministro el señor Arce Catacora”.
#PrimeroLaGente #MesaPresidente
https://bit.ly/2HnuVpj","Carlos D. Mesa Gisbert: ""Logic says that Arce has no morals who represent a party that made the most brutal electoral fraud against the Bolivian people last year, with the leadership of Evo Morales of which Mr. Arce Catacora was a minister.""
#PrimeroLaGente #MesaPresidente
https://bit.ly/2HnuVpj"
40,23/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: María Elena Ortega y Adrian Vega Gandarillas, Candidatos a Diputados Plurinominales por Tarija.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: María Elena Ortega and Adrian Vega Gandarillas, Candidates for Plurinomine deputies by Tarija.
#PrimeroLaGente #MesaPresidente"
41,23/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Ivanoe Herrera, Candidato a Diputado por la Circunscripción Uninominal N° 62 - Pando.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Ivanoe Herrera, Candidate for Deputy for the Uninominal Circumscription No. 62 - Pando.
#PrimeroLaGente #MesaPresidente"
42,23/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Coraima Salvatierra, Candidata a Diputada por la Circunscripción Uninominal N° 27 - Cochabamba.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Coraima Salvatierra, Candidate for Deputy for the Uninominal Circumscription No. 27 - Cochabamba.
#PrimeroLaGente #MesaPresidente"
43,23/9/2020,"#EnVivo Gustavo Pedraza Merida en entrevista para ""Los Tiempos"".
#PrimeroLaGente #MesaPresidente","#EnVivo Gustavo Pedraza Merida in an interview for ""Los Tiempos"".
#PrimeroLaGente #MesaPresidente"
44,23/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para ""Energía Bolivia"".
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in an interview for ""Energía Bolivia"".
#PrimeroLaGente #MesaPresidente"
45,23/9/2020,"Mañana Carlos D. Mesa Gisbert en entrevista por 👉🏼:
⏰07:30 - Bolivisión
http://www.redbolivision.tv.bo/envivo
⏰10:00 - Radio Doble 8
https://www.facebook.com/contactobolivia/
⏰18:30 - El Deber
https://m.facebook.com/GrupoELDEBER/","Tomorrow Carlos D. Mesa Gisbert in interview with 👉🏼:
⏰07:30 - Bolivision
http://www.redbolivision.tv.bo/envivo
⏰10:00 - Double Radio 8
https://www.facebook.com/contactobolivia/
⏰18:30 - Duty
https://m.facebook.com/GrupoELDEBER/"
46,24/9/2020,"#EnVivo Gustavo Pedraza Merida en entrevista para ""Hola País"".
#PrimeroLaGente #MesaPresidente","#EnVivo Gustavo Pedraza Merida in interview for ""Hello Country"".
#PrimeroLaGente #MesaPresidente"
47,24/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para la ""Revista Al Día"".
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in an interview for ""Revista Al Día"".
#PrimeroLaGente #MesaPresidente"
48,24/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Jairo Guiteras, Candidato a Diputado Plurinominal por Santa Cruz.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Jairo Guiteras, Candidate for Plurinominal Deputy for Santa Cruz.
#PrimeroLaGente #MesaPresidente"
49,24/9/2020,¡Felicidades Pando!,Congratulations Pando!
50,24/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para ""Contacto Bolivia"".
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in interview for ""Contact Bolivia"".
#PrimeroLaGente #MesaPresidente"
51,24/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Magaly Zabala, Candidata a Diputada Uninominal por la Circunscripción N° 63 - Pando.
#PrimeroLaGente #MesaPresidente","People's candidates to build a better Bolivia: Magaly Zabala, Candidate for Uninominal Deputy for Circumscription No. 63 - Pando.
#PrimeroLaGente #MesaPresidente"
52,24/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Saúl Lara, Candidato a Diputado Plurinominal por Cochabamba.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Saúl Lara, Candidate for Plurinominal Deputy for Cochabamba.
#PrimeroLaGente #MesaPresidente"
53,24/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Daly Santa María Aguirre, Candidata a Senadora por Potosí.
#PrimeroLaGente #MesaPresidente","People's candidates to build a better Bolivia: Daly Santa María Aguirre, Candidate for Senator for Potosí.
#PrimeroLaGente #MesaPresidente"
54,24/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Beto Astorga y Rosario Torrez, Candidatos a Diputados Uninominales por la Circunscripción N° 6 - La Paz.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Beto Astorga and Rosario Torrez, Candidates for Uninominal Deputies by Circumscription No. 6 - La Paz.
#PrimeroLaGente #MesaPresidente"
55,24/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para ""El Deber Streaming"".
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in an interview for ""The Duty Streaming"".
#PrimeroLaGente #MesaPresidente"
56,24/9/2020,¡Felicidades Pando!,Congratulations Pando!
57,24/9/2020,"Mañana Carlos D. Mesa Gisbert estará participando de las siguientes entrevistas 👉🏼:
⏰07:30 - Abya Yala TV
https://www.facebook.com/AbyaYalaTv/
⏰10:00 - Radio Pío XII 
https://www.facebook.com/Pio12Cbba/","Tomorrow Carlos D. Mesa Gisbert will be participating in the following interviews 👉🏼:
⏰07:30 - Abya Yala TV
https://www.facebook.com/AbyaYalaTv/
⏰10:00 - Radio Pius XII 
https://www.facebook.com/Pio12Cbba/"
58,25/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para Abya Yala TV.
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in an interview for Abya Yala TV.
#PrimeroLaGente #MesaPresidente"
59,25/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Andrea Barrientos, Candidata a Senadora por Cochabamba.
#PrimeroLaGente #MesaPresidente","People's candidates to build a better Bolivia: Andrea Barrientos, Candidate for Senator for Cochabamba.
#PrimeroLaGente #MesaPresidente"
60,25/9/2020,"Desde #Beni: ¡Se siente, se siente, Mesa Presidente!
#PrimeroLaGente #MesaPresidente","From #Beni: Sit down, sit down, President Table!
#PrimeroLaGente #MesaPresidente"
61,25/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para ""Radio Pío XII"".
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in an interview for ""Radio Pius XII"".
#PrimeroLaGente #MesaPresidente"
62,25/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Lucio Cacasaca y Floria Paco, Candidatos a Diputados Uninominales por la Circunscripción N° 9 - La Paz.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Lucio Cacasaca and Floria Paco, Candidates for Uninominal Deputies by Circumscription No. 9 - La Paz.
#PrimeroLaGente #MesaPresidente"
63,25/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Eslinder Ribera, Candidata a Diputada Uninominal por la Circunscripción N° 58 - Beni.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Eslinder Ribera, Candidate for Uninominal Deputy for Circumscription No. 58 - Beni.
#PrimeroLaGente #MesaPresidente"
64,25/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: René Arebayo y Marta Rocha, Candidatos a Diputados por la Circunscripción Especial - Tarija.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: René Arebayo and Marta Rocha, Candidates for Deputies for the Special Circumscription - Tarija.
#PrimeroLaGente #MesaPresidente"
65,25/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Senaida Rojas, Candidata a Diputada Plurinominal por Santa Cruz.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Senaida Rojas, Candidate for Plurinominal Deputy by Santa Cruz.
#PrimeroLaGente #MesaPresidente"
66,25/9/2020,"Mañana Carlos D. Mesa Gisbert estará participando de las siguientes entrevistas 👉🏼:
09:00 - El Deber Radio
Programa: ¡Qué semana!
https://www.facebook.com/eldeberradio/
10:30 - Radio Marítima
Programa: Periodismo sin Photoshop 
https://www.facebook.com/maggytalavera/
21:00 - UPEA TV
Programa: El Alto decide 
https://m.facebook.com/UpeaTelevision25/","Tomorrow Carlos D. Mesa Gisbert will be participating in the following interviews 👉🏼:
09:00 - Duty Radio
Program: What a week!
https://www.facebook.com/eldeberradio/
10:30 - Maritime Radio
Program: Journalism without Photoshop 
https://www.facebook.com/maggytalavera/
21:00 - UPEA TV
Program: El Alto decides 
https://m.facebook.com/UpeaTelevision25/"
67,26/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para ""El Deber Radio"".
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in an interview for ""The Duty Radio"".
#PrimeroLaGente #MesaPresidente"
68,26/9/2020,Rueda de Prensa desde #SantaCruz,Press Conference from #SantaCruz
69,26/9/2020,"#EnVivo Carlos D. Mesa Gisbert en entrevista para ""Radio Marítima"".
#PrimeroLaGente #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert in interview for ""Radio Marítima"".
#PrimeroLaGente #MesaPresidente"
70,26/9/2020,"Desde #Cochabamba: ¡Mesa, Mesa, Mesa Presidente!
#PrimeroLaGente #MesaPresidente","From #Cochabamba: Table, Bureau, President Table!
#PrimeroLaGente #MesaPresidente"
71,26/9/2020,"Desde #Oruro: ""El comercio es uno de los pilares fundamentales de nuestra economía, por eso construiremos una economía para la gente"".
#PrimeroLaGente #MesaPresidente","Since #Oruro: ""Trade is one of the fundamental pillars of our economy, so we will build an economy for people.""
#PrimeroLaGente #MesaPresidente"
72,26/9/2020,"Desde #Beni: Construyendo con la gente una Bolivia mucho mejor.
#PrimeroLaGente #MesaPresidente","From #Beni: Building with people a much better Bolivia.
#PrimeroLaGente #MesaPresidente"
73,27/9/2020,No te pierdas esta noche la entrevista de #MesaYPedraza por #RedUNO 👉https://m.facebook.com/RedUnotv/. Ellos garantizan un gobierno que ponga #PrimeroLaGente.,Don't miss tonight the #MesaYPedraza interview #RedUNO 👉https://m.facebook.com/RedUnotv/. They guarantee a government that puts #PrimeroLaGente.
74,27/9/2020,"Con el plan de 4 puntos en salud que proponen #MesaYPedraza habrá: 
✅Más personal médico 
✅Equipamiento
✅Pruebas gratuitas
✅Cuando la vacuna esté lista, llegará primero a los más necesitados
#PrimeroLaGente","With the 4-point health plan proposing the #MesaYPedraza be: 
✅More medical staff 
✅Equipment
✅Tests
✅ When the vaccine is ready, it will reach the neediest first
#PrimeroLaGente"
75,27/9/2020,"#MesaYPedraza tienen las mejores propuestas para salvar empleos: 
✅Apoyo directo a sectores productivos 
✅Créditos a microempresas
✅En empleos públicos se valorará el mérito y no el color político.
#PrimeroLaGente","#MesaYPedraza have the best job-saving proposals: 
✅Apoyo direct to productive sectors 
✅Credits to micro-enterprises
✅In public jobs, merit will be valued and not political color.
#PrimeroLaGente"
76,27/9/2020,"Cero tolerancia a la corrupción es el compromiso de #MesaYPedraza, por ello:
✅Transparentarán cada peso gastado en la lucha contra el coronavirus
✅Pondrán cámaras anticorrupción policial
#PrimeroLaGente","Zero tolerance for corruption is the commitment of #MesaYPedraza, so:
✅Transparent every weight spent in the fight against coronavirus
✅Ponder police anti-corruption cameras
#PrimeroLaGente"
77,27/9/2020,"#EnVivo Carlos D. Mesa Gisbert y Gustavo Pedraza Merida en entrevista para ""UNO DECIDE 2020"".
#PrimeroLaGente #MesaYPedraza #MesaPresidente","#EnVivo Carlos D. Mesa Gisbert and Gustavo Pedraza Merida in interview for ""UNO DECIDE 2020"".
#PrimeroLaGente #MesaYPedraza #MesaPresidente"
78,27/9/2020,"Bolivia sufre una triple crisis: salud, desempleo y corrupción; y para enfrentarla necesitamos a una dupla capaz y congruente como #MesaYPedraza.  #PrimeroLaGente","Bolivia suffers from a triple crisis: health, unemployment and corruption; and to face it we need a capable and congruent duo as #MesaYPedraza.  #PrimeroLaGente"
79,27/9/2020,"Terminemos lo que empezamos, derrotemos al MAS en las urnas, votemos por #MesaYPedraza para tener un gobierno que ponga #PrimeroLaGente.","Let's finish what we started, defeat the MAS at the polls, vote for #MesaYPedraza to have a government that puts #PrimeroLaGente."
80,28/9/2020,"#EnVivo Gustavo Pedraza Merida en entrevista para ""Como En La Radio"".
#PrimeroLaGente #MesaPresidente","#EnVivo Gustavo Pedraza Merida in an interview for ""Como En La Radio"".
#PrimeroLaGente #MesaPresidente"
81,28/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Nely Gallo y Javier Martínez, Candidatos a Senadores por Tarija.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Nely Gallo and Javier Martínez, Candidates for Senators by Tarija.
#PrimeroLaGente #MesaPresidente"
82,28/9/2020,"Hoy a las 10:00, Carlos D. Mesa Gisbert estará en conferencia de prensa.
Síguelo por 👉🏼:
https://www.facebook.com/carlosdmesag/
#PrimeroLaGente #MesaPresidente","Today at 10:00, Carlos D. Mesa Gisbert will be at a press conference.
Follow him 👉🏼:
https://www.facebook.com/carlosdmesag/
#PrimeroLaGente #MesaPresidente"
83,28/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Carlos Tiburcio, Candidato a Senador por Pando.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Carlos Tiburcio, Candidate for Senator for Pando.
#PrimeroLaGente #MesaPresidente"
84,28/9/2020,#EnVivo Carlos D. Mesa Gisbert en Cochabamba.,#EnVivo Carlos D. Mesa Gisbert in Cochabamba.
85,28/9/2020,"La guerra sucia contra Carlos Mesa y Comunidad Ciudadana no se detiene. Los guerreros digitales han manipulado una parte de la entrevista de Carlos Mesa en Red UNO, cambiando el audio para generar confusión.","The dirty war against Carlos Mesa and The Citizen Community does not stop. Digital warriors have manipulated a portion of Carlos Mesa's interview on Red UNO, changing the audio to generate confusion."
86,28/9/2020,VIDEO VERDADERO de la entrevista de Carlos D. Mesa Gisbert en Red UNO.,TRUE VIDEO of Carlos D. Mesa Gisbert's interview on Red UNO.
87,28/9/2020,"Los candidatos de la gente para construir una Bolivia mejor: Georgina Montalván, Candidata a Diputada Uninominal por la Circunscripción N° 45 - Santa Cruz.
#PrimeroLaGente #MesaPresidente","The candidates of the people to build a better Bolivia: Georgina Montalván, Candidate for Uninominal Deputy for Circumscription No. 45 - Santa Cruz.
#PrimeroLaGente #MesaPresidente"
